"","Threshold","power_open","dcy_indx","PXID"
"725","0.037","15400","1","PXD013274_2"
"726","0.038","15411","1","PXD013274_2"
"727","0.039","15428","1","PXD013274_2"
"728","0.04","15440","1","PXD013274_2"
"729","0.041","15450","1","PXD013274_2"
"730","0.042","15471","1","PXD013274_2"
"731","0.043","15485","1","PXD013274_2"
"732","0.044","15497","1","PXD013274_2"
"733","0.045","15517","1","PXD013274_2"
"734","0.046","15525","1","PXD013274_2"
"735","0.047","15536","1","PXD013274_2"
"736","0.048","15544","1","PXD013274_2"
"737","0.049","15554","1","PXD013274_2"
"738","0.05","15571","1","PXD013274_2"
"739","0.01","2417","0","PXD014277"
"740","0.011","2426","0","PXD014277"
"741","0.012","2433","0","PXD014277"
"742","0.013","2452","0","PXD014277"
"743","0.014","2466","0","PXD014277"
"744","0.015","2472","0","PXD014277"
"745","0.016","2477","0","PXD014277"
"746","0.017","2502","0","PXD014277"
"747","0.018","2510","0","PXD014277"
"748","0.019","2517","0","PXD014277"
"749","0.02","2530","0","PXD014277"
"750","0.021","2536","0","PXD014277"
"751","0.022","2550","0","PXD014277"
"752","0.023","2552","0","PXD014277"
"753","0.024","2566","0","PXD014277"
"754","0.025","2573","0","PXD014277"
"755","0.026","2590","0","PXD014277"
"756","0.027","2613","0","PXD014277"
"757","0.028","2633","0","PXD014277"
"758","0.029","2643","0","PXD014277"
"759","0.03","2644","0","PXD014277"
"760","0.031","2648","0","PXD014277"
"761","0.032","2653","0","PXD014277"
"762","0.033","2656","0","PXD014277"
"763","0.034","2664","0","PXD014277"
"764","0.035","2672","0","PXD014277"
"765","0.036","2674","0","PXD014277"
"766","0.037","2688","0","PXD014277"
"767","0.038","2714","0","PXD014277"
"768","0.039","2720","0","PXD014277"
"769","0.04","2723","0","PXD014277"
"770","0.041","2733","0","PXD014277"
"771","0.042","2733","0","PXD014277"
"772","0.043","2746","0","PXD014277"
"773","0.044","2746","0","PXD014277"
"774","0.045","2747","0","PXD014277"
"775","0.046","2752","0","PXD014277"
"776","0.047","2757","0","PXD014277"
"777","0.048","2762","0","PXD014277"
"778","0.049","2763","0","PXD014277"
"779","0.05","2765","0","PXD014277"
"780","0.01","2405","1","PXD014277"
"781","0.011","2424","1","PXD014277"
"782","0.012","2443","1","PXD014277"
"783","0.013","2456","1","PXD014277"
"784","0.014","2513","1","PXD014277"
"785","0.015","2514","1","PXD014277"
"786","0.016","2532","1","PXD014277"
"787","0.017","2542","1","PXD014277"
"788","0.018","2562","1","PXD014277"
"789","0.019","2565","1","PXD014277"
"790","0.02","2582","1","PXD014277"
"791","0.021","2600","1","PXD014277"
"792","0.022","2610","1","PXD014277"
"793","0.023","2615","1","PXD014277"
"794","0.024","2616","1","PXD014277"
"795","0.025","2623","1","PXD014277"
"796","0.026","2639","1","PXD014277"
"797","0.027","2646","1","PXD014277"
"798","0.028","2655","1","PXD014277"
"799","0.029","2657","1","PXD014277"
"800","0.03","2673","1","PXD014277"
"801","0.031","2681","1","PXD014277"
"802","0.032","2697","1","PXD014277"
"803","0.033","2703","1","PXD014277"
"804","0.034","2710","1","PXD014277"
"805","0.035","2710","1","PXD014277"
"806","0.036","2715","1","PXD014277"
"807","0.037","2724","1","PXD014277"
"808","0.038","2724","1","PXD014277"
"809","0.039","2726","1","PXD014277"
"810","0.04","2732","1","PXD014277"
"811","0.041","2738","1","PXD014277"
"812","0.042","2746","1","PXD014277"
"813","0.043","2748","1","PXD014277"
"814","0.044","2750","1","PXD014277"
"815","0.045","2751","1","PXD014277"
"816","0.046","2752","1","PXD014277"
"817","0.047","2757","1","PXD014277"
"818","0.048","2761","1","PXD014277"
"819","0.049","2767","1","PXD014277"
"820","0.05","2774","1","PXD014277"
"821","0.01","7678","0","PXD016724"
"822","0.011","7701","0","PXD016724"
"823","0.012","7730","0","PXD016724"
"824","0.013","7786","0","PXD016724"
"825","0.014","7821","0","PXD016724"
"826","0.015","7851","0","PXD016724"
"827","0.016","7888","0","PXD016724"
"828","0.017","7916","0","PXD016724"
"829","0.018","7965","0","PXD016724"
"830","0.019","7987","0","PXD016724"
"831","0.02","8016","0","PXD016724"
"832","0.021","8050","0","PXD016724"
"833","0.022","8068","0","PXD016724"
"834","0.023","8078","0","PXD016724"
"835","0.024","8086","0","PXD016724"
"836","0.025","8095","0","PXD016724"
"837","0.026","8121","0","PXD016724"
"838","0.027","8133","0","PXD016724"
"839","0.028","8152","0","PXD016724"
"840","0.029","8181","0","PXD016724"
"841","0.03","8193","0","PXD016724"
"842","0.031","8209","0","PXD016724"
"843","0.032","8230","0","PXD016724"
"844","0.033","8236","0","PXD016724"
"845","0.034","8265","0","PXD016724"
"846","0.035","8277","0","PXD016724"
"847","0.036","8294","0","PXD016724"
"848","0.037","8317","0","PXD016724"
"849","0.038","8327","0","PXD016724"
"850","0.039","8331","0","PXD016724"
"851","0.04","8351","0","PXD016724"
"852","0.041","8363","0","PXD016724"
"853","0.042","8384","0","PXD016724"
"854","0.043","8413","0","PXD016724"
"855","0.044","8418","0","PXD016724"
"856","0.045","8433","0","PXD016724"
"857","0.046","8456","0","PXD016724"
"858","0.047","8461","0","PXD016724"
"859","0.048","8473","0","PXD016724"
"860","0.049","8484","0","PXD016724"
"861","0.05","8511","0","PXD016724"
"862","0.01","7723","1","PXD016724"
"863","0.011","7764","1","PXD016724"
"864","0.012","7810","1","PXD016724"
"865","0.013","7870","1","PXD016724"
"866","0.014","7911","1","PXD016724"
"867","0.015","7954","1","PXD016724"
"868","0.016","7969","1","PXD016724"
"869","0.017","8004","1","PXD016724"
"870","0.018","8038","1","PXD016724"
"871","0.019","8064","1","PXD016724"
"872","0.02","8092","1","PXD016724"
"873","0.021","8116","1","PXD016724"
"874","0.022","8119","1","PXD016724"
"875","0.023","8138","1","PXD016724"
"876","0.024","8149","1","PXD016724"
"877","0.025","8189","1","PXD016724"
"878","0.026","8219","1","PXD016724"
"879","0.027","8237","1","PXD016724"
"880","0.028","8265","1","PXD016724"
"881","0.029","8291","1","PXD016724"
"882","0.03","8306","1","PXD016724"
"883","0.031","8316","1","PXD016724"
"884","0.032","8327","1","PXD016724"
"885","0.033","8344","1","PXD016724"
"886","0.034","8385","1","PXD016724"
"887","0.035","8389","1","PXD016724"
"888","0.036","8403","1","PXD016724"
"889","0.037","8429","1","PXD016724"
"890","0.038","8449","1","PXD016724"
"891","0.039","8460","1","PXD016724"
"892","0.04","8476","1","PXD016724"
"893","0.041","8500","1","PXD016724"
"894","0.042","8514","1","PXD016724"
"895","0.043","8525","1","PXD016724"
"896","0.044","8542","1","PXD016724"
"897","0.045","8548","1","PXD016724"
"898","0.046","8563","1","PXD016724"
"899","0.047","8571","1","PXD016724"
"900","0.048","8584","1","PXD016724"
"901","0.049","8599","1","PXD016724"
"902","0.05","8610","1","PXD016724"
"903","0.01","3160","0","PXD019186"
"904","0.011","3188","0","PXD019186"
"905","0.012","3246","0","PXD019186"
"906","0.013","3270","0","PXD019186"
"907","0.014","3276","0","PXD019186"
"908","0.015","3288","0","PXD019186"
"909","0.016","3294","0","PXD019186"
"910","0.017","3310","0","PXD019186"
"911","0.018","3331","0","PXD019186"
"912","0.019","3336","0","PXD019186"
"913","0.02","3350","0","PXD019186"
"914","0.021","3357","0","PXD019186"
"915","0.022","3367","0","PXD019186"
"916","0.023","3380","0","PXD019186"
"917","0.024","3403","0","PXD019186"
"918","0.025","3424","0","PXD019186"
"919","0.026","3429","0","PXD019186"
"920","0.027","3450","0","PXD019186"
"921","0.028","3454","0","PXD019186"
"922","0.029","3462","0","PXD019186"
"923","0.03","3482","0","PXD019186"
"924","0.031","3493","0","PXD019186"
"925","0.032","3501","0","PXD019186"
"926","0.033","3505","0","PXD019186"
"927","0.034","3506","0","PXD019186"
"928","0.035","3509","0","PXD019186"
"929","0.036","3520","0","PXD019186"
"930","0.037","3531","0","PXD019186"
"931","0.038","3555","0","PXD019186"
"932","0.039","3563","0","PXD019186"
"933","0.04","3578","0","PXD019186"
"934","0.041","3584","0","PXD019186"
"935","0.042","3603","0","PXD019186"
"936","0.043","3616","0","PXD019186"
"937","0.044","3620","0","PXD019186"
"938","0.045","3629","0","PXD019186"
"939","0.046","3631","0","PXD019186"
"940","0.047","3631","0","PXD019186"
"941","0.048","3637","0","PXD019186"
"942","0.049","3643","0","PXD019186"
"943","0.05","3652","0","PXD019186"
"944","0.01","3162","1","PXD019186"
"945","0.011","3182","1","PXD019186"
"946","0.012","3207","1","PXD019186"
"947","0.013","3258","1","PXD019186"
"948","0.014","3302","1","PXD019186"
"949","0.015","3310","1","PXD019186"
"950","0.016","3324","1","PXD019186"
"951","0.017","3329","1","PXD019186"
"952","0.018","3347","1","PXD019186"
"953","0.019","3360","1","PXD019186"
"954","0.02","3370","1","PXD019186"
"955","0.021","3394","1","PXD019186"
"956","0.022","3411","1","PXD019186"
"957","0.023","3428","1","PXD019186"
"958","0.024","3442","1","PXD019186"
"959","0.025","3459","1","PXD019186"
"960","0.026","3477","1","PXD019186"
"961","0.027","3486","1","PXD019186"
"962","0.028","3489","1","PXD019186"
"963","0.029","3496","1","PXD019186"
"964","0.03","3499","1","PXD019186"
"965","0.031","3513","1","PXD019186"
"966","0.032","3516","1","PXD019186"
"967","0.033","3529","1","PXD019186"
"968","0.034","3546","1","PXD019186"
"969","0.035","3548","1","PXD019186"
"970","0.036","3562","1","PXD019186"
"971","0.037","3565","1","PXD019186"
"972","0.038","3569","1","PXD019186"
"973","0.039","3574","1","PXD019186"
"974","0.04","3581","1","PXD019186"
"975","0.041","3584","1","PXD019186"
"976","0.042","3596","1","PXD019186"
"977","0.043","3610","1","PXD019186"
"978","0.044","3617","1","PXD019186"
"979","0.045","3629","1","PXD019186"
"980","0.046","3639","1","PXD019186"
"981","0.047","3646","1","PXD019186"
"982","0.048","3657","1","PXD019186"
"983","0.049","3662","1","PXD019186"
"984","0.05","3676","1","PXD019186"
"985","0.01","10229","0","PXD019354"
"986","0.011","10359","0","PXD019354"
"987","0.012","10424","0","PXD019354"
"988","0.013","10512","0","PXD019354"
"989","0.014","10618","0","PXD019354"
"990","0.015","10667","0","PXD019354"
"991","0.016","10719","0","PXD019354"
"992","0.017","10776","0","PXD019354"
"993","0.018","10828","0","PXD019354"
"994","0.019","10881","0","PXD019354"
"995","0.02","11002","0","PXD019354"
"996","0.021","11049","0","PXD019354"
"997","0.022","11080","0","PXD019354"
"998","0.023","11136","0","PXD019354"
"999","0.024","11182","0","PXD019354"
"1000","0.025","11205","0","PXD019354"
"1001","0.026","11240","0","PXD019354"
"1002","0.027","11262","0","PXD019354"
"1003","0.028","11291","0","PXD019354"
"1004","0.029","11311","0","PXD019354"
"1005","0.03","11370","0","PXD019354"
"1006","0.031","11408","0","PXD019354"
"1007","0.032","11468","0","PXD019354"
"1008","0.033","11500","0","PXD019354"
"1009","0.034","11541","0","PXD019354"
"1010","0.035","11561","0","PXD019354"
"1011","0.036","11611","0","PXD019354"
"1012","0.037","11663","0","PXD019354"
"1013","0.038","11723","0","PXD019354"
"1014","0.039","11753","0","PXD019354"
"1015","0.04","11776","0","PXD019354"
"1016","0.041","11804","0","PXD019354"
"1017","0.042","11842","0","PXD019354"
"1018","0.043","11867","0","PXD019354"
"1019","0.044","11887","0","PXD019354"
"1020","0.045","11908","0","PXD019354"
"1021","0.046","11920","0","PXD019354"
"1022","0.047","11931","0","PXD019354"
"1023","0.048","11951","0","PXD019354"
"1024","0.049","12000","0","PXD019354"
"1025","0.05","12022","0","PXD019354"
"1026","0.01","10191","1","PXD019354"
"1027","0.011","10292","1","PXD019354"
"1028","0.012","10430","1","PXD019354"
"1029","0.013","10522","1","PXD019354"
"1030","0.014","10586","1","PXD019354"
"1031","0.015","10630","1","PXD019354"
"1032","0.016","10690","1","PXD019354"
"1033","0.017","10754","1","PXD019354"
"1034","0.018","10798","1","PXD019354"
"1035","0.019","10847","1","PXD019354"
"1036","0.02","10902","1","PXD019354"
"1037","0.021","10936","1","PXD019354"
"1038","0.022","11024","1","PXD019354"
"1039","0.023","11110","1","PXD019354"
"1040","0.024","11135","1","PXD019354"
"1041","0.025","11169","1","PXD019354"
"1042","0.026","11184","1","PXD019354"
"1043","0.027","11245","1","PXD019354"
"1044","0.028","11299","1","PXD019354"
"1045","0.029","11345","1","PXD019354"
"1046","0.03","11387","1","PXD019354"
"1047","0.031","11404","1","PXD019354"
"1048","0.032","11470","1","PXD019354"
"1049","0.033","11518","1","PXD019354"
"1050","0.034","11575","1","PXD019354"
"1051","0.035","11612","1","PXD019354"
"1052","0.036","11618","1","PXD019354"
"1053","0.037","11657","1","PXD019354"
"1054","0.038","11679","1","PXD019354"
"1055","0.039","11724","1","PXD019354"
"1056","0.04","11742","1","PXD019354"
"1057","0.041","11769","1","PXD019354"
"1058","0.042","11791","1","PXD019354"
"1059","0.043","11806","1","PXD019354"
"1060","0.044","11839","1","PXD019354"
"1061","0.045","11874","1","PXD019354"
"1062","0.046","11889","1","PXD019354"
"1063","0.047","11924","1","PXD019354"
"1064","0.048","11950","1","PXD019354"
"1065","0.049","11967","1","PXD019354"
"1066","0.05","11989","1","PXD019354"
"1067","0.01","3542","0","PXD022257"
"1068","0.011","3552","0","PXD022257"
"1069","0.012","3573","0","PXD022257"
"1070","0.013","3593","0","PXD022257"
"1071","0.014","3602","0","PXD022257"
"1072","0.015","3622","0","PXD022257"
"1073","0.016","3628","0","PXD022257"
"1074","0.017","3650","0","PXD022257"
"1075","0.018","3669","0","PXD022257"
"1076","0.019","3688","0","PXD022257"
"1077","0.02","3735","0","PXD022257"
"1078","0.021","3751","0","PXD022257"
"1079","0.022","3755","0","PXD022257"
"1080","0.023","3757","0","PXD022257"
"1081","0.024","3772","0","PXD022257"
"1082","0.025","3777","0","PXD022257"
"1083","0.026","3783","0","PXD022257"
"1084","0.027","3792","0","PXD022257"
"1085","0.028","3798","0","PXD022257"
"1086","0.029","3806","0","PXD022257"
"1087","0.03","3812","0","PXD022257"
"1088","0.031","3821","0","PXD022257"
"1089","0.032","3830","0","PXD022257"
"1090","0.033","3839","0","PXD022257"
"1091","0.034","3847","0","PXD022257"
"1092","0.035","3886","0","PXD022257"
"1093","0.036","3889","0","PXD022257"
"1094","0.037","3893","0","PXD022257"
"1095","0.038","3898","0","PXD022257"
"1096","0.039","3904","0","PXD022257"
"1097","0.04","3915","0","PXD022257"
"1098","0.041","3928","0","PXD022257"
"1099","0.042","3934","0","PXD022257"
"1100","0.043","3947","0","PXD022257"
"1101","0.044","3962","0","PXD022257"
"1102","0.045","3966","0","PXD022257"
"1103","0.046","3975","0","PXD022257"
"1104","0.047","3989","0","PXD022257"
"1105","0.048","3995","0","PXD022257"
"1106","0.049","4006","0","PXD022257"
"1107","0.05","4021","0","PXD022257"
"1108","0.01","3478","1","PXD022257"
"1109","0.011","3554","1","PXD022257"
"1110","0.012","3585","1","PXD022257"
"1111","0.013","3622","1","PXD022257"
"1112","0.014","3643","1","PXD022257"
"1113","0.015","3660","1","PXD022257"
"1114","0.016","3667","1","PXD022257"
"1115","0.017","3689","1","PXD022257"
"1116","0.018","3703","1","PXD022257"
"1117","0.019","3713","1","PXD022257"
"1118","0.02","3739","1","PXD022257"
"1119","0.021","3742","1","PXD022257"
"1120","0.022","3754","1","PXD022257"
"1121","0.023","3766","1","PXD022257"
"1122","0.024","3771","1","PXD022257"
"1123","0.025","3775","1","PXD022257"
"1124","0.026","3781","1","PXD022257"
"1125","0.027","3789","1","PXD022257"
"1126","0.028","3803","1","PXD022257"
"1127","0.029","3813","1","PXD022257"
"1128","0.03","3836","1","PXD022257"
"1129","0.031","3840","1","PXD022257"
"1130","0.032","3850","1","PXD022257"
"1131","0.033","3868","1","PXD022257"
"1132","0.034","3884","1","PXD022257"
"1133","0.035","3894","1","PXD022257"
"1134","0.036","3899","1","PXD022257"
"1135","0.037","3903","1","PXD022257"
"1136","0.038","3909","1","PXD022257"
"1137","0.039","3920","1","PXD022257"
"1138","0.04","3926","1","PXD022257"
"1139","0.041","3939","1","PXD022257"
"1140","0.042","3945","1","PXD022257"
"1141","0.043","3959","1","PXD022257"
"1142","0.044","3962","1","PXD022257"
"1143","0.045","3968","1","PXD022257"
"1144","0.046","3983","1","PXD022257"
"1145","0.047","4009","1","PXD022257"
"1146","0.048","4016","1","PXD022257"
"1147","0.049","4027","1","PXD022257"
"1148","0.05","4030","1","PXD022257"
"1149","0.01","1652","0","PXD023571"
"1150","0.011","1686","0","PXD023571"
"1151","0.012","1694","0","PXD023571"
"1152","0.013","1698","0","PXD023571"
"1153","0.014","1700","0","PXD023571"
"1154","0.015","1704","0","PXD023571"
"1155","0.016","1716","0","PXD023571"
"1156","0.017","1720","0","PXD023571"
"1157","0.018","1750","0","PXD023571"
"1158","0.019","1781","0","PXD023571"
"1159","0.02","1802","0","PXD023571"
"1160","0.021","1817","0","PXD023571"
"1161","0.022","1837","0","PXD023571"
"1162","0.023","1842","0","PXD023571"
"1163","0.024","1855","0","PXD023571"
"1164","0.025","1868","0","PXD023571"
"1165","0.026","1875","0","PXD023571"
"1166","0.027","1883","0","PXD023571"
"1167","0.028","1886","0","PXD023571"
"1168","0.029","1892","0","PXD023571"
"1169","0.03","1901","0","PXD023571"
"1170","0.031","1909","0","PXD023571"
"1171","0.032","1921","0","PXD023571"
"1172","0.033","1923","0","PXD023571"
"1173","0.034","1925","0","PXD023571"
"1174","0.035","1929","0","PXD023571"
"1175","0.036","1941","0","PXD023571"
"1176","0.037","1941","0","PXD023571"
"1177","0.038","1969","0","PXD023571"
"1178","0.039","1978","0","PXD023571"
"1179","0.04","1978","0","PXD023571"
"1180","0.041","1980","0","PXD023571"
"1181","0.042","1988","0","PXD023571"
"1182","0.043","1989","0","PXD023571"
"1183","0.044","2003","0","PXD023571"
"1184","0.045","2004","0","PXD023571"
"1185","0.046","2012","0","PXD023571"
"1186","0.047","2019","0","PXD023571"
"1187","0.048","2021","0","PXD023571"
"1188","0.049","2025","0","PXD023571"
"1189","0.05","2028","0","PXD023571"
"1190","0.01","1545","1","PXD023571"
"1191","0.011","1613","1","PXD023571"
"1192","0.012","1629","1","PXD023571"
"1193","0.013","1649","1","PXD023571"
"1194","0.014","1658","1","PXD023571"
"1195","0.015","1659","1","PXD023571"
"1196","0.016","1661","1","PXD023571"
"1197","0.017","1663","1","PXD023571"
"1198","0.018","1703","1","PXD023571"
"1199","0.019","1714","1","PXD023571"
"1200","0.02","1731","1","PXD023571"
"1201","0.021","1749","1","PXD023571"
"1202","0.022","1752","1","PXD023571"
"1203","0.023","1752","1","PXD023571"
"1204","0.024","1766","1","PXD023571"
"1205","0.025","1784","1","PXD023571"
"1206","0.026","1798","1","PXD023571"
"1207","0.027","1809","1","PXD023571"
"1208","0.028","1811","1","PXD023571"
"1209","0.029","1817","1","PXD023571"
"1210","0.03","1836","1","PXD023571"
"1211","0.031","1840","1","PXD023571"
"1212","0.032","1859","1","PXD023571"
"1213","0.033","1864","1","PXD023571"
"1214","0.034","1868","1","PXD023571"
"1215","0.035","1871","1","PXD023571"
"1216","0.036","1879","1","PXD023571"
"1217","0.037","1892","1","PXD023571"
"1218","0.038","1897","1","PXD023571"
"1219","0.039","1900","1","PXD023571"
"1220","0.04","1908","1","PXD023571"
"1221","0.041","1913","1","PXD023571"
"1222","0.042","1929","1","PXD023571"
"1223","0.043","1931","1","PXD023571"
"1224","0.044","1933","1","PXD023571"
"1225","0.045","1938","1","PXD023571"
"1226","0.046","1943","1","PXD023571"
"1227","0.047","1945","1","PXD023571"
"1228","0.048","1946","1","PXD023571"
"1229","0.049","1954","1","PXD023571"
"1230","0.05","1961","1","PXD023571"
"1231","0.01","1593","0","PXD024284_2"
"1232","0.011","1610","0","PXD024284_2"
"1233","0.012","1690","0","PXD024284_2"
"1234","0.013","1703","0","PXD024284_2"
"1235","0.014","1735","0","PXD024284_2"
"1236","0.015","1749","0","PXD024284_2"
"1237","0.016","1764","0","PXD024284_2"
"1238","0.017","1774","0","PXD024284_2"
"1239","0.018","1774","0","PXD024284_2"
"1240","0.019","1787","0","PXD024284_2"
"1241","0.02","1793","0","PXD024284_2"
"1242","0.021","1794","0","PXD024284_2"
"1243","0.022","1801","0","PXD024284_2"
"1244","0.023","1811","0","PXD024284_2"
"1245","0.024","1823","0","PXD024284_2"
"1246","0.025","1828","0","PXD024284_2"
"1247","0.026","1833","0","PXD024284_2"
"1248","0.027","1840","0","PXD024284_2"
"1249","0.028","1843","0","PXD024284_2"
"1250","0.029","1845","0","PXD024284_2"
"1251","0.03","1845","0","PXD024284_2"
"1252","0.031","1846","0","PXD024284_2"
"1253","0.032","1858","0","PXD024284_2"
"1254","0.033","1865","0","PXD024284_2"
"1255","0.034","1868","0","PXD024284_2"
"1256","0.035","1874","0","PXD024284_2"
"1257","0.036","1883","0","PXD024284_2"
"1258","0.037","1893","0","PXD024284_2"
"1259","0.038","1898","0","PXD024284_2"
"1260","0.039","1906","0","PXD024284_2"
"1261","0.04","1909","0","PXD024284_2"
"1262","0.041","1910","0","PXD024284_2"
"1263","0.042","1912","0","PXD024284_2"
"1264","0.043","1915","0","PXD024284_2"
"1265","0.044","1928","0","PXD024284_2"
"1266","0.045","1929","0","PXD024284_2"
"1267","0.046","1931","0","PXD024284_2"
"1268","0.047","1934","0","PXD024284_2"
"1269","0.048","1939","0","PXD024284_2"
"1270","0.049","1942","0","PXD024284_2"
"1271","0.05","1949","0","PXD024284_2"
"1272","0.01","1624","1","PXD024284_2"
"1273","0.011","1625","1","PXD024284_2"
"1274","0.012","1642","1","PXD024284_2"
"1275","0.013","1671","1","PXD024284_2"
"1276","0.014","1681","1","PXD024284_2"
"1277","0.015","1705","1","PXD024284_2"
"1278","0.016","1750","1","PXD024284_2"
"1279","0.017","1757","1","PXD024284_2"
"1280","0.018","1793","1","PXD024284_2"
"1281","0.019","1801","1","PXD024284_2"
"1282","0.02","1804","1","PXD024284_2"
"1283","0.021","1812","1","PXD024284_2"
"1284","0.022","1816","1","PXD024284_2"
"1285","0.023","1827","1","PXD024284_2"
"1286","0.024","1845","1","PXD024284_2"
"1287","0.025","1854","1","PXD024284_2"
"1288","0.026","1861","1","PXD024284_2"
"1289","0.027","1861","1","PXD024284_2"
"1290","0.028","1861","1","PXD024284_2"
"1291","0.029","1866","1","PXD024284_2"
"1292","0.03","1867","1","PXD024284_2"
"1293","0.031","1873","1","PXD024284_2"
"1294","0.032","1876","1","PXD024284_2"
"1295","0.033","1885","1","PXD024284_2"
"1296","0.034","1894","1","PXD024284_2"
"1297","0.035","1903","1","PXD024284_2"
"1298","0.036","1907","1","PXD024284_2"
"1299","0.037","1912","1","PXD024284_2"
"1300","0.038","1914","1","PXD024284_2"
"1301","0.039","1917","1","PXD024284_2"
"1302","0.04","1937","1","PXD024284_2"
"1303","0.041","1939","1","PXD024284_2"
"1304","0.042","1946","1","PXD024284_2"
"1305","0.043","1947","1","PXD024284_2"
"1306","0.044","1951","1","PXD024284_2"
"1307","0.045","1957","1","PXD024284_2"
"1308","0.046","1967","1","PXD024284_2"
"1309","0.047","1982","1","PXD024284_2"
"1310","0.048","1982","1","PXD024284_2"
"1311","0.049","1986","1","PXD024284_2"
"1312","0.05","1994","1","PXD024284_2"
"1313","0.01","7523","0","PXD025130"
"1314","0.011","7563","0","PXD025130"
"1315","0.012","7615","0","PXD025130"
"1316","0.013","7673","0","PXD025130"
"1317","0.014","7685","0","PXD025130"
"1318","0.015","7725","0","PXD025130"
"1319","0.016","7782","0","PXD025130"
"1320","0.017","7815","0","PXD025130"
"1321","0.018","7856","0","PXD025130"
"1322","0.019","7888","0","PXD025130"
"1323","0.02","7915","0","PXD025130"
"1324","0.021","7927","0","PXD025130"
"1325","0.022","7951","0","PXD025130"
"1326","0.023","7966","0","PXD025130"
"1327","0.024","7998","0","PXD025130"
"1328","0.025","8023","0","PXD025130"
"1329","0.026","8044","0","PXD025130"
"1330","0.027","8063","0","PXD025130"
"1331","0.028","8076","0","PXD025130"
"1332","0.029","8090","0","PXD025130"
"1333","0.03","8130","0","PXD025130"
"1334","0.031","8166","0","PXD025130"
"1335","0.032","8173","0","PXD025130"
"1336","0.033","8203","0","PXD025130"
"1337","0.034","8208","0","PXD025130"
"1338","0.035","8239","0","PXD025130"
"1339","0.036","8269","0","PXD025130"
"1340","0.037","8282","0","PXD025130"
"1341","0.038","8306","0","PXD025130"
"1342","0.039","8328","0","PXD025130"
"1343","0.04","8340","0","PXD025130"
"1344","0.041","8369","0","PXD025130"
"1345","0.042","8391","0","PXD025130"
"1346","0.043","8410","0","PXD025130"
"1347","0.044","8427","0","PXD025130"
"1348","0.045","8437","0","PXD025130"
"1349","0.046","8454","0","PXD025130"
"1350","0.047","8464","0","PXD025130"
"1351","0.048","8483","0","PXD025130"
"1352","0.049","8496","0","PXD025130"
"1353","0.05","8511","0","PXD025130"
"1354","0.01","7484","1","PXD025130"
"1355","0.011","7549","1","PXD025130"
"1356","0.012","7598","1","PXD025130"
"1357","0.013","7640","1","PXD025130"
"1358","0.014","7670","1","PXD025130"
"1359","0.015","7684","1","PXD025130"
"1360","0.016","7728","1","PXD025130"
"1361","0.017","7778","1","PXD025130"
"1362","0.018","7808","1","PXD025130"
"1363","0.019","7828","1","PXD025130"
"1364","0.02","7853","1","PXD025130"
"1365","0.021","7871","1","PXD025130"
"1366","0.022","7885","1","PXD025130"
"1367","0.023","7922","1","PXD025130"
"1368","0.024","7952","1","PXD025130"
"1369","0.025","8001","1","PXD025130"
"1370","0.026","8007","1","PXD025130"
"1371","0.027","8035","1","PXD025130"
"1372","0.028","8044","1","PXD025130"
"1373","0.029","8070","1","PXD025130"
"1374","0.03","8093","1","PXD025130"
"1375","0.031","8112","1","PXD025130"
"1376","0.032","8122","1","PXD025130"
"1377","0.033","8143","1","PXD025130"
"1378","0.034","8162","1","PXD025130"
"1379","0.035","8185","1","PXD025130"
"1380","0.036","8197","1","PXD025130"
"1381","0.037","8206","1","PXD025130"
"1382","0.038","8228","1","PXD025130"
"1383","0.039","8247","1","PXD025130"
"1384","0.04","8266","1","PXD025130"
"1385","0.041","8289","1","PXD025130"
"1386","0.042","8311","1","PXD025130"
"1387","0.043","8329","1","PXD025130"
"1388","0.044","8353","1","PXD025130"
"1389","0.045","8372","1","PXD025130"
"1390","0.046","8379","1","PXD025130"
"1391","0.047","8388","1","PXD025130"
"1392","0.048","8400","1","PXD025130"
"1393","0.049","8419","1","PXD025130"
"1394","0.05","8448","1","PXD025130"
"1395","0.01","5226","0","PXD026895"
"1396","0.011","5264","0","PXD026895"
"1397","0.012","5298","0","PXD026895"
"1398","0.013","5313","0","PXD026895"
"1399","0.014","5318","0","PXD026895"
"1400","0.015","5322","0","PXD026895"
"1401","0.016","5328","0","PXD026895"
"1402","0.017","5341","0","PXD026895"
"1403","0.018","5357","0","PXD026895"
"1404","0.019","5369","0","PXD026895"
"1405","0.02","5390","0","PXD026895"
"1406","0.021","5397","0","PXD026895"
"1407","0.022","5419","0","PXD026895"
"1408","0.023","5425","0","PXD026895"
"1409","0.024","5436","0","PXD026895"
"1410","0.025","5438","0","PXD026895"
"1411","0.026","5446","0","PXD026895"
"1412","0.027","5466","0","PXD026895"
"1413","0.028","5492","0","PXD026895"
"1414","0.029","5494","0","PXD026895"
"1415","0.03","5503","0","PXD026895"
"1416","0.031","5507","0","PXD026895"
"1417","0.032","5515","0","PXD026895"
"1418","0.033","5525","0","PXD026895"
"1419","0.034","5542","0","PXD026895"
"1420","0.035","5547","0","PXD026895"
"1421","0.036","5552","0","PXD026895"
"1422","0.037","5561","0","PXD026895"
"1423","0.038","5572","0","PXD026895"
"1424","0.039","5581","0","PXD026895"
"1425","0.04","5585","0","PXD026895"
"1426","0.041","5593","0","PXD026895"
"1427","0.042","5602","0","PXD026895"
