"","Threshold","power_narrow","dcy_indx","PXID"
"734","0.046","14517","1","PXD013274_2"
"735","0.047","14527","1","PXD013274_2"
"736","0.048","14541","1","PXD013274_2"
"737","0.049","14556","1","PXD013274_2"
"738","0.05","14562","1","PXD013274_2"
"739","0.01","2233","0","PXD014277"
"740","0.011","2237","0","PXD014277"
"741","0.012","2237","0","PXD014277"
"742","0.013","2249","0","PXD014277"
"743","0.014","2251","0","PXD014277"
"744","0.015","2251","0","PXD014277"
"745","0.016","2260","0","PXD014277"
"746","0.017","2279","0","PXD014277"
"747","0.018","2292","0","PXD014277"
"748","0.019","2292","0","PXD014277"
"749","0.02","2296","0","PXD014277"
"750","0.021","2300","0","PXD014277"
"751","0.022","2313","0","PXD014277"
"752","0.023","2335","0","PXD014277"
"753","0.024","2340","0","PXD014277"
"754","0.025","2340","0","PXD014277"
"755","0.026","2341","0","PXD014277"
"756","0.027","2349","0","PXD014277"
"757","0.028","2352","0","PXD014277"
"758","0.029","2352","0","PXD014277"
"759","0.03","2356","0","PXD014277"
"760","0.031","2360","0","PXD014277"
"761","0.032","2362","0","PXD014277"
"762","0.033","2366","0","PXD014277"
"763","0.034","2370","0","PXD014277"
"764","0.035","2375","0","PXD014277"
"765","0.036","2376","0","PXD014277"
"766","0.037","2380","0","PXD014277"
"767","0.038","2381","0","PXD014277"
"768","0.039","2383","0","PXD014277"
"769","0.04","2384","0","PXD014277"
"770","0.041","2386","0","PXD014277"
"771","0.042","2389","0","PXD014277"
"772","0.043","2393","0","PXD014277"
"773","0.044","2394","0","PXD014277"
"774","0.045","2394","0","PXD014277"
"775","0.046","2394","0","PXD014277"
"776","0.047","2396","0","PXD014277"
"777","0.048","2399","0","PXD014277"
"778","0.049","2400","0","PXD014277"
"779","0.05","2405","0","PXD014277"
"780","0.01","2264","1","PXD014277"
"781","0.011","2266","1","PXD014277"
"782","0.012","2272","1","PXD014277"
"783","0.013","2273","1","PXD014277"
"784","0.014","2277","1","PXD014277"
"785","0.015","2280","1","PXD014277"
"786","0.016","2282","1","PXD014277"
"787","0.017","2286","1","PXD014277"
"788","0.018","2290","1","PXD014277"
"789","0.019","2297","1","PXD014277"
"790","0.02","2298","1","PXD014277"
"791","0.021","2302","1","PXD014277"
"792","0.022","2308","1","PXD014277"
"793","0.023","2310","1","PXD014277"
"794","0.024","2310","1","PXD014277"
"795","0.025","2313","1","PXD014277"
"796","0.026","2321","1","PXD014277"
"797","0.027","2323","1","PXD014277"
"798","0.028","2324","1","PXD014277"
"799","0.029","2327","1","PXD014277"
"800","0.03","2332","1","PXD014277"
"801","0.031","2338","1","PXD014277"
"802","0.032","2339","1","PXD014277"
"803","0.033","2342","1","PXD014277"
"804","0.034","2343","1","PXD014277"
"805","0.035","2346","1","PXD014277"
"806","0.036","2350","1","PXD014277"
"807","0.037","2351","1","PXD014277"
"808","0.038","2358","1","PXD014277"
"809","0.039","2359","1","PXD014277"
"810","0.04","2359","1","PXD014277"
"811","0.041","2363","1","PXD014277"
"812","0.042","2365","1","PXD014277"
"813","0.043","2366","1","PXD014277"
"814","0.044","2368","1","PXD014277"
"815","0.045","2372","1","PXD014277"
"816","0.046","2374","1","PXD014277"
"817","0.047","2376","1","PXD014277"
"818","0.048","2379","1","PXD014277"
"819","0.049","2379","1","PXD014277"
"820","0.05","2382","1","PXD014277"
"821","0.01","7054","0","PXD016724"
"822","0.011","7114","0","PXD016724"
"823","0.012","7153","0","PXD016724"
"824","0.013","7174","0","PXD016724"
"825","0.014","7229","0","PXD016724"
"826","0.015","7240","0","PXD016724"
"827","0.016","7246","0","PXD016724"
"828","0.017","7268","0","PXD016724"
"829","0.018","7290","0","PXD016724"
"830","0.019","7305","0","PXD016724"
"831","0.02","7319","0","PXD016724"
"832","0.021","7337","0","PXD016724"
"833","0.022","7344","0","PXD016724"
"834","0.023","7358","0","PXD016724"
"835","0.024","7367","0","PXD016724"
"836","0.025","7384","0","PXD016724"
"837","0.026","7400","0","PXD016724"
"838","0.027","7409","0","PXD016724"
"839","0.028","7419","0","PXD016724"
"840","0.029","7426","0","PXD016724"
"841","0.03","7435","0","PXD016724"
"842","0.031","7444","0","PXD016724"
"843","0.032","7461","0","PXD016724"
"844","0.033","7475","0","PXD016724"
"845","0.034","7485","0","PXD016724"
"846","0.035","7499","0","PXD016724"
"847","0.036","7511","0","PXD016724"
"848","0.037","7517","0","PXD016724"
"849","0.038","7529","0","PXD016724"
"850","0.039","7543","0","PXD016724"
"851","0.04","7555","0","PXD016724"
"852","0.041","7568","0","PXD016724"
"853","0.042","7580","0","PXD016724"
"854","0.043","7592","0","PXD016724"
"855","0.044","7611","0","PXD016724"
"856","0.045","7621","0","PXD016724"
"857","0.046","7623","0","PXD016724"
"858","0.047","7637","0","PXD016724"
"859","0.048","7651","0","PXD016724"
"860","0.049","7662","0","PXD016724"
"861","0.05","7667","0","PXD016724"
"862","0.01","7060","1","PXD016724"
"863","0.011","7084","1","PXD016724"
"864","0.012","7110","1","PXD016724"
"865","0.013","7132","1","PXD016724"
"866","0.014","7150","1","PXD016724"
"867","0.015","7170","1","PXD016724"
"868","0.016","7191","1","PXD016724"
"869","0.017","7210","1","PXD016724"
"870","0.018","7225","1","PXD016724"
"871","0.019","7242","1","PXD016724"
"872","0.02","7260","1","PXD016724"
"873","0.021","7292","1","PXD016724"
"874","0.022","7313","1","PXD016724"
"875","0.023","7337","1","PXD016724"
"876","0.024","7347","1","PXD016724"
"877","0.025","7366","1","PXD016724"
"878","0.026","7390","1","PXD016724"
"879","0.027","7411","1","PXD016724"
"880","0.028","7426","1","PXD016724"
"881","0.029","7436","1","PXD016724"
"882","0.03","7457","1","PXD016724"
"883","0.031","7462","1","PXD016724"
"884","0.032","7471","1","PXD016724"
"885","0.033","7476","1","PXD016724"
"886","0.034","7491","1","PXD016724"
"887","0.035","7497","1","PXD016724"
"888","0.036","7510","1","PXD016724"
"889","0.037","7517","1","PXD016724"
"890","0.038","7521","1","PXD016724"
"891","0.039","7529","1","PXD016724"
"892","0.04","7541","1","PXD016724"
"893","0.041","7551","1","PXD016724"
"894","0.042","7569","1","PXD016724"
"895","0.043","7583","1","PXD016724"
"896","0.044","7591","1","PXD016724"
"897","0.045","7595","1","PXD016724"
"898","0.046","7610","1","PXD016724"
"899","0.047","7621","1","PXD016724"
"900","0.048","7633","1","PXD016724"
"901","0.049","7639","1","PXD016724"
"902","0.05","7645","1","PXD016724"
"903","0.01","2864","0","PXD019186"
"904","0.011","2925","0","PXD019186"
"905","0.012","2970","0","PXD019186"
"906","0.013","3001","0","PXD019186"
"907","0.014","3016","0","PXD019186"
"908","0.015","3034","0","PXD019186"
"909","0.016","3047","0","PXD019186"
"910","0.017","3055","0","PXD019186"
"911","0.018","3064","0","PXD019186"
"912","0.019","3065","0","PXD019186"
"913","0.02","3076","0","PXD019186"
"914","0.021","3082","0","PXD019186"
"915","0.022","3084","0","PXD019186"
"916","0.023","3091","0","PXD019186"
"917","0.024","3093","0","PXD019186"
"918","0.025","3095","0","PXD019186"
"919","0.026","3097","0","PXD019186"
"920","0.027","3102","0","PXD019186"
"921","0.028","3106","0","PXD019186"
"922","0.029","3108","0","PXD019186"
"923","0.03","3111","0","PXD019186"
"924","0.031","3114","0","PXD019186"
"925","0.032","3119","0","PXD019186"
"926","0.033","3122","0","PXD019186"
"927","0.034","3128","0","PXD019186"
"928","0.035","3140","0","PXD019186"
"929","0.036","3146","0","PXD019186"
"930","0.037","3147","0","PXD019186"
"931","0.038","3151","0","PXD019186"
"932","0.039","3155","0","PXD019186"
"933","0.04","3164","0","PXD019186"
"934","0.041","3172","0","PXD019186"
"935","0.042","3180","0","PXD019186"
"936","0.043","3184","0","PXD019186"
"937","0.044","3191","0","PXD019186"
"938","0.045","3194","0","PXD019186"
"939","0.046","3201","0","PXD019186"
"940","0.047","3216","0","PXD019186"
"941","0.048","3226","0","PXD019186"
"942","0.049","3231","0","PXD019186"
"943","0.05","3247","0","PXD019186"
"944","0.01","2941","1","PXD019186"
"945","0.011","2953","1","PXD019186"
"946","0.012","2957","1","PXD019186"
"947","0.013","2982","1","PXD019186"
"948","0.014","2985","1","PXD019186"
"949","0.015","2992","1","PXD019186"
"950","0.016","3008","1","PXD019186"
"951","0.017","3052","1","PXD019186"
"952","0.018","3052","1","PXD019186"
"953","0.019","3057","1","PXD019186"
"954","0.02","3062","1","PXD019186"
"955","0.021","3077","1","PXD019186"
"956","0.022","3085","1","PXD019186"
"957","0.023","3089","1","PXD019186"
"958","0.024","3091","1","PXD019186"
"959","0.025","3099","1","PXD019186"
"960","0.026","3110","1","PXD019186"
"961","0.027","3128","1","PXD019186"
"962","0.028","3134","1","PXD019186"
"963","0.029","3143","1","PXD019186"
"964","0.03","3148","1","PXD019186"
"965","0.031","3161","1","PXD019186"
"966","0.032","3163","1","PXD019186"
"967","0.033","3170","1","PXD019186"
"968","0.034","3177","1","PXD019186"
"969","0.035","3182","1","PXD019186"
"970","0.036","3187","1","PXD019186"
"971","0.037","3192","1","PXD019186"
"972","0.038","3193","1","PXD019186"
"973","0.039","3202","1","PXD019186"
"974","0.04","3211","1","PXD019186"
"975","0.041","3224","1","PXD019186"
"976","0.042","3233","1","PXD019186"
"977","0.043","3237","1","PXD019186"
"978","0.044","3241","1","PXD019186"
"979","0.045","3245","1","PXD019186"
"980","0.046","3246","1","PXD019186"
"981","0.047","3247","1","PXD019186"
"982","0.048","3256","1","PXD019186"
"983","0.049","3265","1","PXD019186"
"984","0.05","3280","1","PXD019186"
"985","0.01","8747","0","PXD019354"
"986","0.011","8789","0","PXD019354"
"987","0.012","8840","0","PXD019354"
"988","0.013","8873","0","PXD019354"
"989","0.014","8901","0","PXD019354"
"990","0.015","8939","0","PXD019354"
"991","0.016","8951","0","PXD019354"
"992","0.017","8969","0","PXD019354"
"993","0.018","8977","0","PXD019354"
"994","0.019","8995","0","PXD019354"
"995","0.02","9045","0","PXD019354"
"996","0.021","9066","0","PXD019354"
"997","0.022","9106","0","PXD019354"
"998","0.023","9133","0","PXD019354"
"999","0.024","9152","0","PXD019354"
"1000","0.025","9177","0","PXD019354"
"1001","0.026","9210","0","PXD019354"
"1002","0.027","9223","0","PXD019354"
"1003","0.028","9232","0","PXD019354"
"1004","0.029","9251","0","PXD019354"
"1005","0.03","9275","0","PXD019354"
"1006","0.031","9280","0","PXD019354"
"1007","0.032","9296","0","PXD019354"
"1008","0.033","9345","0","PXD019354"
"1009","0.034","9374","0","PXD019354"
"1010","0.035","9396","0","PXD019354"
"1011","0.036","9410","0","PXD019354"
"1012","0.037","9416","0","PXD019354"
"1013","0.038","9428","0","PXD019354"
"1014","0.039","9451","0","PXD019354"
"1015","0.04","9467","0","PXD019354"
"1016","0.041","9478","0","PXD019354"
"1017","0.042","9493","0","PXD019354"
"1018","0.043","9501","0","PXD019354"
"1019","0.044","9520","0","PXD019354"
"1020","0.045","9536","0","PXD019354"
"1021","0.046","9557","0","PXD019354"
"1022","0.047","9566","0","PXD019354"
"1023","0.048","9577","0","PXD019354"
"1024","0.049","9594","0","PXD019354"
"1025","0.05","9616","0","PXD019354"
"1026","0.01","8788","1","PXD019354"
"1027","0.011","8851","1","PXD019354"
"1028","0.012","8890","1","PXD019354"
"1029","0.013","8918","1","PXD019354"
"1030","0.014","8961","1","PXD019354"
"1031","0.015","8991","1","PXD019354"
"1032","0.016","9041","1","PXD019354"
"1033","0.017","9075","1","PXD019354"
"1034","0.018","9090","1","PXD019354"
"1035","0.019","9112","1","PXD019354"
"1036","0.02","9124","1","PXD019354"
"1037","0.021","9145","1","PXD019354"
"1038","0.022","9152","1","PXD019354"
"1039","0.023","9180","1","PXD019354"
"1040","0.024","9204","1","PXD019354"
"1041","0.025","9228","1","PXD019354"
"1042","0.026","9247","1","PXD019354"
"1043","0.027","9261","1","PXD019354"
"1044","0.028","9283","1","PXD019354"
"1045","0.029","9293","1","PXD019354"
"1046","0.03","9310","1","PXD019354"
"1047","0.031","9333","1","PXD019354"
"1048","0.032","9345","1","PXD019354"
"1049","0.033","9359","1","PXD019354"
"1050","0.034","9372","1","PXD019354"
"1051","0.035","9385","1","PXD019354"
"1052","0.036","9404","1","PXD019354"
"1053","0.037","9419","1","PXD019354"
"1054","0.038","9429","1","PXD019354"
"1055","0.039","9448","1","PXD019354"
"1056","0.04","9463","1","PXD019354"
"1057","0.041","9478","1","PXD019354"
"1058","0.042","9491","1","PXD019354"
"1059","0.043","9498","1","PXD019354"
"1060","0.044","9510","1","PXD019354"
"1061","0.045","9518","1","PXD019354"
"1062","0.046","9525","1","PXD019354"
"1063","0.047","9559","1","PXD019354"
"1064","0.048","9578","1","PXD019354"
"1065","0.049","9592","1","PXD019354"
"1066","0.05","9608","1","PXD019354"
"1067","0.01","3021","0","PXD022257"
"1068","0.011","3023","0","PXD022257"
"1069","0.012","3033","0","PXD022257"
"1070","0.013","3038","0","PXD022257"
"1071","0.014","3041","0","PXD022257"
"1072","0.015","3059","0","PXD022257"
"1073","0.016","3068","0","PXD022257"
"1074","0.017","3077","0","PXD022257"
"1075","0.018","3086","0","PXD022257"
"1076","0.019","3096","0","PXD022257"
"1077","0.02","3099","0","PXD022257"
"1078","0.021","3111","0","PXD022257"
"1079","0.022","3112","0","PXD022257"
"1080","0.023","3115","0","PXD022257"
"1081","0.024","3123","0","PXD022257"
"1082","0.025","3128","0","PXD022257"
"1083","0.026","3130","0","PXD022257"
"1084","0.027","3139","0","PXD022257"
"1085","0.028","3144","0","PXD022257"
"1086","0.029","3145","0","PXD022257"
"1087","0.03","3148","0","PXD022257"
"1088","0.031","3154","0","PXD022257"
"1089","0.032","3157","0","PXD022257"
"1090","0.033","3159","0","PXD022257"
"1091","0.034","3165","0","PXD022257"
"1092","0.035","3171","0","PXD022257"
"1093","0.036","3172","0","PXD022257"
"1094","0.037","3178","0","PXD022257"
"1095","0.038","3185","0","PXD022257"
"1096","0.039","3186","0","PXD022257"
"1097","0.04","3187","0","PXD022257"
"1098","0.041","3189","0","PXD022257"
"1099","0.042","3193","0","PXD022257"
"1100","0.043","3202","0","PXD022257"
"1101","0.044","3206","0","PXD022257"
"1102","0.045","3207","0","PXD022257"
"1103","0.046","3211","0","PXD022257"
"1104","0.047","3214","0","PXD022257"
"1105","0.048","3217","0","PXD022257"
"1106","0.049","3217","0","PXD022257"
"1107","0.05","3220","0","PXD022257"
"1108","0.01","2974","1","PXD022257"
"1109","0.011","2978","1","PXD022257"
"1110","0.012","2987","1","PXD022257"
"1111","0.013","2992","1","PXD022257"
"1112","0.014","2992","1","PXD022257"
"1113","0.015","3004","1","PXD022257"
"1114","0.016","3011","1","PXD022257"
"1115","0.017","3019","1","PXD022257"
"1116","0.018","3028","1","PXD022257"
"1117","0.019","3030","1","PXD022257"
"1118","0.02","3033","1","PXD022257"
"1119","0.021","3037","1","PXD022257"
"1120","0.022","3042","1","PXD022257"
"1121","0.023","3044","1","PXD022257"
"1122","0.024","3048","1","PXD022257"
"1123","0.025","3054","1","PXD022257"
"1124","0.026","3061","1","PXD022257"
"1125","0.027","3063","1","PXD022257"
"1126","0.028","3066","1","PXD022257"
"1127","0.029","3071","1","PXD022257"
"1128","0.03","3077","1","PXD022257"
"1129","0.031","3085","1","PXD022257"
"1130","0.032","3086","1","PXD022257"
"1131","0.033","3091","1","PXD022257"
"1132","0.034","3098","1","PXD022257"
"1133","0.035","3107","1","PXD022257"
"1134","0.036","3112","1","PXD022257"
"1135","0.037","3118","1","PXD022257"
"1136","0.038","3122","1","PXD022257"
"1137","0.039","3126","1","PXD022257"
"1138","0.04","3127","1","PXD022257"
"1139","0.041","3129","1","PXD022257"
"1140","0.042","3134","1","PXD022257"
"1141","0.043","3136","1","PXD022257"
"1142","0.044","3147","1","PXD022257"
"1143","0.045","3147","1","PXD022257"
"1144","0.046","3151","1","PXD022257"
"1145","0.047","3151","1","PXD022257"
"1146","0.048","3158","1","PXD022257"
"1147","0.049","3163","1","PXD022257"
"1148","0.05","3163","1","PXD022257"
"1149","0.01","2075","0","PXD023571"
"1150","0.011","2101","0","PXD023571"
"1151","0.012","2110","0","PXD023571"
"1152","0.013","2113","0","PXD023571"
"1153","0.014","2148","0","PXD023571"
"1154","0.015","2149","0","PXD023571"
"1155","0.016","2153","0","PXD023571"
"1156","0.017","2155","0","PXD023571"
"1157","0.018","2177","0","PXD023571"
"1158","0.019","2186","0","PXD023571"
"1159","0.02","2203","0","PXD023571"
"1160","0.021","2205","0","PXD023571"
"1161","0.022","2208","0","PXD023571"
"1162","0.023","2229","0","PXD023571"
"1163","0.024","2235","0","PXD023571"
"1164","0.025","2236","0","PXD023571"
"1165","0.026","2238","0","PXD023571"
"1166","0.027","2240","0","PXD023571"
"1167","0.028","2244","0","PXD023571"
"1168","0.029","2250","0","PXD023571"
"1169","0.03","2256","0","PXD023571"
"1170","0.031","2265","0","PXD023571"
"1171","0.032","2267","0","PXD023571"
"1172","0.033","2269","0","PXD023571"
"1173","0.034","2273","0","PXD023571"
"1174","0.035","2273","0","PXD023571"
"1175","0.036","2279","0","PXD023571"
"1176","0.037","2284","0","PXD023571"
"1177","0.038","2296","0","PXD023571"
"1178","0.039","2296","0","PXD023571"
"1179","0.04","2300","0","PXD023571"
"1180","0.041","2300","0","PXD023571"
"1181","0.042","2300","0","PXD023571"
"1182","0.043","2309","0","PXD023571"
"1183","0.044","2326","0","PXD023571"
"1184","0.045","2331","0","PXD023571"
"1185","0.046","2334","0","PXD023571"
"1186","0.047","2341","0","PXD023571"
"1187","0.048","2343","0","PXD023571"
"1188","0.049","2350","0","PXD023571"
"1189","0.05","2352","0","PXD023571"
"1190","0.01","2105","1","PXD023571"
"1191","0.011","2113","1","PXD023571"
"1192","0.012","2131","1","PXD023571"
"1193","0.013","2159","1","PXD023571"
"1194","0.014","2160","1","PXD023571"
"1195","0.015","2168","1","PXD023571"
"1196","0.016","2180","1","PXD023571"
"1197","0.017","2194","1","PXD023571"
"1198","0.018","2194","1","PXD023571"
"1199","0.019","2222","1","PXD023571"
"1200","0.02","2234","1","PXD023571"
"1201","0.021","2237","1","PXD023571"
"1202","0.022","2247","1","PXD023571"
"1203","0.023","2254","1","PXD023571"
"1204","0.024","2256","1","PXD023571"
"1205","0.025","2268","1","PXD023571"
"1206","0.026","2279","1","PXD023571"
"1207","0.027","2290","1","PXD023571"
"1208","0.028","2303","1","PXD023571"
"1209","0.029","2304","1","PXD023571"
"1210","0.03","2309","1","PXD023571"
"1211","0.031","2312","1","PXD023571"
"1212","0.032","2313","1","PXD023571"
"1213","0.033","2313","1","PXD023571"
"1214","0.034","2316","1","PXD023571"
"1215","0.035","2325","1","PXD023571"
"1216","0.036","2330","1","PXD023571"
"1217","0.037","2332","1","PXD023571"
"1218","0.038","2332","1","PXD023571"
"1219","0.039","2332","1","PXD023571"
"1220","0.04","2341","1","PXD023571"
"1221","0.041","2345","1","PXD023571"
"1222","0.042","2348","1","PXD023571"
"1223","0.043","2350","1","PXD023571"
"1224","0.044","2357","1","PXD023571"
"1225","0.045","2357","1","PXD023571"
"1226","0.046","2372","1","PXD023571"
"1227","0.047","2373","1","PXD023571"
"1228","0.048","2375","1","PXD023571"
"1229","0.049","2377","1","PXD023571"
"1230","0.05","2382","1","PXD023571"
"1231","0.01","1610","0","PXD024284_2"
"1232","0.011","1610","0","PXD024284_2"
"1233","0.012","1615","0","PXD024284_2"
"1234","0.013","1620","0","PXD024284_2"
"1235","0.014","1620","0","PXD024284_2"
"1236","0.015","1627","0","PXD024284_2"
"1237","0.016","1631","0","PXD024284_2"
"1238","0.017","1633","0","PXD024284_2"
"1239","0.018","1635","0","PXD024284_2"
"1240","0.019","1641","0","PXD024284_2"
"1241","0.02","1646","0","PXD024284_2"
"1242","0.021","1647","0","PXD024284_2"
"1243","0.022","1655","0","PXD024284_2"
"1244","0.023","1656","0","PXD024284_2"
"1245","0.024","1657","0","PXD024284_2"
"1246","0.025","1667","0","PXD024284_2"
"1247","0.026","1672","0","PXD024284_2"
"1248","0.027","1676","0","PXD024284_2"
"1249","0.028","1676","0","PXD024284_2"
"1250","0.029","1677","0","PXD024284_2"
"1251","0.03","1686","0","PXD024284_2"
"1252","0.031","1686","0","PXD024284_2"
"1253","0.032","1693","0","PXD024284_2"
"1254","0.033","1695","0","PXD024284_2"
"1255","0.034","1696","0","PXD024284_2"
"1256","0.035","1699","0","PXD024284_2"
"1257","0.036","1702","0","PXD024284_2"
"1258","0.037","1702","0","PXD024284_2"
"1259","0.038","1702","0","PXD024284_2"
"1260","0.039","1708","0","PXD024284_2"
"1261","0.04","1711","0","PXD024284_2"
"1262","0.041","1711","0","PXD024284_2"
"1263","0.042","1712","0","PXD024284_2"
"1264","0.043","1713","0","PXD024284_2"
"1265","0.044","1716","0","PXD024284_2"
"1266","0.045","1717","0","PXD024284_2"
"1267","0.046","1722","0","PXD024284_2"
"1268","0.047","1732","0","PXD024284_2"
"1269","0.048","1733","0","PXD024284_2"
"1270","0.049","1738","0","PXD024284_2"
"1271","0.05","1743","0","PXD024284_2"
"1272","0.01","1641","1","PXD024284_2"
"1273","0.011","1645","1","PXD024284_2"
"1274","0.012","1648","1","PXD024284_2"
"1275","0.013","1654","1","PXD024284_2"
"1276","0.014","1657","1","PXD024284_2"
"1277","0.015","1657","1","PXD024284_2"
"1278","0.016","1660","1","PXD024284_2"
"1279","0.017","1661","1","PXD024284_2"
"1280","0.018","1663","1","PXD024284_2"
"1281","0.019","1670","1","PXD024284_2"
"1282","0.02","1677","1","PXD024284_2"
"1283","0.021","1681","1","PXD024284_2"
"1284","0.022","1682","1","PXD024284_2"
"1285","0.023","1687","1","PXD024284_2"
"1286","0.024","1690","1","PXD024284_2"
"1287","0.025","1693","1","PXD024284_2"
"1288","0.026","1696","1","PXD024284_2"
"1289","0.027","1696","1","PXD024284_2"
"1290","0.028","1697","1","PXD024284_2"
"1291","0.029","1703","1","PXD024284_2"
"1292","0.03","1705","1","PXD024284_2"
"1293","0.031","1708","1","PXD024284_2"
"1294","0.032","1712","1","PXD024284_2"
"1295","0.033","1712","1","PXD024284_2"
"1296","0.034","1723","1","PXD024284_2"
"1297","0.035","1729","1","PXD024284_2"
"1298","0.036","1736","1","PXD024284_2"
"1299","0.037","1740","1","PXD024284_2"
"1300","0.038","1745","1","PXD024284_2"
"1301","0.039","1746","1","PXD024284_2"
"1302","0.04","1752","1","PXD024284_2"
"1303","0.041","1752","1","PXD024284_2"
"1304","0.042","1752","1","PXD024284_2"
"1305","0.043","1756","1","PXD024284_2"
"1306","0.044","1758","1","PXD024284_2"
"1307","0.045","1764","1","PXD024284_2"
"1308","0.046","1767","1","PXD024284_2"
"1309","0.047","1767","1","PXD024284_2"
"1310","0.048","1769","1","PXD024284_2"
"1311","0.049","1770","1","PXD024284_2"
"1312","0.05","1774","1","PXD024284_2"
"1313","0.01","7032","0","PXD025130"
"1314","0.011","7058","0","PXD025130"
"1315","0.012","7104","0","PXD025130"
"1316","0.013","7110","0","PXD025130"
"1317","0.014","7144","0","PXD025130"
"1318","0.015","7168","0","PXD025130"
"1319","0.016","7180","0","PXD025130"
"1320","0.017","7194","0","PXD025130"
"1321","0.018","7210","0","PXD025130"
"1322","0.019","7219","0","PXD025130"
"1323","0.02","7236","0","PXD025130"
"1324","0.021","7245","0","PXD025130"
"1325","0.022","7248","0","PXD025130"
"1326","0.023","7268","0","PXD025130"
"1327","0.024","7277","0","PXD025130"
"1328","0.025","7299","0","PXD025130"
"1329","0.026","7320","0","PXD025130"
"1330","0.027","7332","0","PXD025130"
"1331","0.028","7348","0","PXD025130"
"1332","0.029","7362","0","PXD025130"
"1333","0.03","7382","0","PXD025130"
"1334","0.031","7389","0","PXD025130"
"1335","0.032","7398","0","PXD025130"
"1336","0.033","7409","0","PXD025130"
"1337","0.034","7422","0","PXD025130"
"1338","0.035","7441","0","PXD025130"
"1339","0.036","7441","0","PXD025130"
"1340","0.037","7447","0","PXD025130"
"1341","0.038","7458","0","PXD025130"
"1342","0.039","7463","0","PXD025130"
"1343","0.04","7469","0","PXD025130"
"1344","0.041","7477","0","PXD025130"
"1345","0.042","7488","0","PXD025130"
"1346","0.043","7496","0","PXD025130"
"1347","0.044","7499","0","PXD025130"
"1348","0.045","7508","0","PXD025130"
"1349","0.046","7520","0","PXD025130"
"1350","0.047","7532","0","PXD025130"
"1351","0.048","7540","0","PXD025130"
"1352","0.049","7547","0","PXD025130"
"1353","0.05","7561","0","PXD025130"
"1354","0.01","6979","1","PXD025130"
"1355","0.011","6993","1","PXD025130"
"1356","0.012","7012","1","PXD025130"
"1357","0.013","7025","1","PXD025130"
"1358","0.014","7043","1","PXD025130"
"1359","0.015","7052","1","PXD025130"
"1360","0.016","7075","1","PXD025130"
"1361","0.017","7102","1","PXD025130"
"1362","0.018","7118","1","PXD025130"
"1363","0.019","7135","1","PXD025130"
"1364","0.02","7162","1","PXD025130"
"1365","0.021","7180","1","PXD025130"
"1366","0.022","7185","1","PXD025130"
"1367","0.023","7197","1","PXD025130"
"1368","0.024","7206","1","PXD025130"
"1369","0.025","7215","1","PXD025130"
"1370","0.026","7221","1","PXD025130"
"1371","0.027","7247","1","PXD025130"
"1372","0.028","7270","1","PXD025130"
"1373","0.029","7278","1","PXD025130"
"1374","0.03","7293","1","PXD025130"
"1375","0.031","7307","1","PXD025130"
"1376","0.032","7311","1","PXD025130"
"1377","0.033","7336","1","PXD025130"
"1378","0.034","7343","1","PXD025130"
"1379","0.035","7355","1","PXD025130"
"1380","0.036","7365","1","PXD025130"
"1381","0.037","7374","1","PXD025130"
"1382","0.038","7391","1","PXD025130"
"1383","0.039","7397","1","PXD025130"
"1384","0.04","7403","1","PXD025130"
"1385","0.041","7419","1","PXD025130"
"1386","0.042","7425","1","PXD025130"
"1387","0.043","7443","1","PXD025130"
"1388","0.044","7458","1","PXD025130"
"1389","0.045","7470","1","PXD025130"
"1390","0.046","7476","1","PXD025130"
"1391","0.047","7481","1","PXD025130"
"1392","0.048","7490","1","PXD025130"
"1393","0.049","7505","1","PXD025130"
"1394","0.05","7522","1","PXD025130"
"1395","0.01","4034","0","PXD026895"
"1396","0.011","4047","0","PXD026895"
"1397","0.012","4057","0","PXD026895"
"1398","0.013","4065","0","PXD026895"
"1399","0.014","4067","0","PXD026895"
"1400","0.015","4076","0","PXD026895"
"1401","0.016","4077","0","PXD026895"
"1402","0.017","4086","0","PXD026895"
"1403","0.018","4094","0","PXD026895"
"1404","0.019","4100","0","PXD026895"
"1405","0.02","4101","0","PXD026895"
"1406","0.021","4102","0","PXD026895"
"1407","0.022","4111","0","PXD026895"
"1408","0.023","4118","0","PXD026895"
"1409","0.024","4129","0","PXD026895"
"1410","0.025","4129","0","PXD026895"
"1411","0.026","4137","0","PXD026895"
"1412","0.027","4139","0","PXD026895"
"1413","0.028","4140","0","PXD026895"
"1414","0.029","4151","0","PXD026895"
"1415","0.03","4155","0","PXD026895"
"1416","0.031","4162","0","PXD026895"
"1417","0.032","4166","0","PXD026895"
"1418","0.033","4174","0","PXD026895"
"1419","0.034","4178","0","PXD026895"
"1420","0.035","4186","0","PXD026895"
"1421","0.036","4190","0","PXD026895"
"1422","0.037","4202","0","PXD026895"
"1423","0.038","4207","0","PXD026895"
"1424","0.039","4215","0","PXD026895"
"1425","0.04","4226","0","PXD026895"
"1426","0.041","4231","0","PXD026895"
"1427","0.042","4233","0","PXD026895"
"1428","0.043","4240","0","PXD026895"
"1429","0.044","4243","0","PXD026895"
"1430","0.045","4254","0","PXD026895"
"1431","0.046","4275","0","PXD026895"
"1432","0.047","4279","0","PXD026895"
"1433","0.048","4293","0","PXD026895"
"1434","0.049","4310","0","PXD026895"
"1435","0.05","4311","0","PXD026895"
"1436","0.01","4055","1","PXD026895"
