"","Threshold","power_open","dcy_indx","PXID"
"1744","0.031","2078","2","PXD010413"
"1745","0.032","2079","2","PXD010413"
"1746","0.033","2085","2","PXD010413"
"1747","0.034","2092","2","PXD010413"
"1748","0.035","2095","2","PXD010413"
"1749","0.036","2099","2","PXD010413"
"1750","0.037","2104","2","PXD010413"
"1751","0.038","2112","2","PXD010413"
"1752","0.039","2116","2","PXD010413"
"1753","0.04","2134","2","PXD010413"
"1754","0.041","2140","2","PXD010413"
"1755","0.042","2144","2","PXD010413"
"1756","0.043","2163","2","PXD010413"
"1757","0.044","2165","2","PXD010413"
"1758","0.045","2167","2","PXD010413"
"1759","0.046","2167","2","PXD010413"
"1760","0.047","2178","2","PXD010413"
"1761","0.048","2180","2","PXD010413"
"1762","0.049","2190","2","PXD010413"
"1763","0.05","2190","2","PXD010413"
"1764","0.01","1818","3","PXD010413"
"1765","0.011","1857","3","PXD010413"
"1766","0.012","1888","3","PXD010413"
"1767","0.013","1895","3","PXD010413"
"1768","0.014","1901","3","PXD010413"
"1769","0.015","1918","3","PXD010413"
"1770","0.016","1939","3","PXD010413"
"1771","0.017","1957","3","PXD010413"
"1772","0.018","1965","3","PXD010413"
"1773","0.019","1989","3","PXD010413"
"1774","0.02","1991","3","PXD010413"
"1775","0.021","1993","3","PXD010413"
"1776","0.022","1996","3","PXD010413"
"1777","0.023","2008","3","PXD010413"
"1778","0.024","2015","3","PXD010413"
"1779","0.025","2024","3","PXD010413"
"1780","0.026","2039","3","PXD010413"
"1781","0.027","2047","3","PXD010413"
"1782","0.028","2058","3","PXD010413"
"1783","0.029","2064","3","PXD010413"
"1784","0.03","2081","3","PXD010413"
"1785","0.031","2084","3","PXD010413"
"1786","0.032","2089","3","PXD010413"
"1787","0.033","2102","3","PXD010413"
"1788","0.034","2102","3","PXD010413"
"1789","0.035","2111","3","PXD010413"
"1790","0.036","2126","3","PXD010413"
"1791","0.037","2129","3","PXD010413"
"1792","0.038","2135","3","PXD010413"
"1793","0.039","2135","3","PXD010413"
"1794","0.04","2143","3","PXD010413"
"1795","0.041","2144","3","PXD010413"
"1796","0.042","2153","3","PXD010413"
"1797","0.043","2157","3","PXD010413"
"1798","0.044","2167","3","PXD010413"
"1799","0.045","2170","3","PXD010413"
"1800","0.046","2171","3","PXD010413"
"1801","0.047","2173","3","PXD010413"
"1802","0.048","2174","3","PXD010413"
"1803","0.049","2175","3","PXD010413"
"1804","0.05","2181","3","PXD010413"
"1805","0.01","1743","4","PXD010413"
"1806","0.011","1772","4","PXD010413"
"1807","0.012","1781","4","PXD010413"
"1808","0.013","1787","4","PXD010413"
"1809","0.014","1795","4","PXD010413"
"1810","0.015","1805","4","PXD010413"
"1811","0.016","1866","4","PXD010413"
"1812","0.017","1889","4","PXD010413"
"1813","0.018","1905","4","PXD010413"
"1814","0.019","1915","4","PXD010413"
"1815","0.02","1935","4","PXD010413"
"1816","0.021","1937","4","PXD010413"
"1817","0.022","1959","4","PXD010413"
"1818","0.023","1960","4","PXD010413"
"1819","0.024","1967","4","PXD010413"
"1820","0.025","1978","4","PXD010413"
"1821","0.026","1982","4","PXD010413"
"1822","0.027","1985","4","PXD010413"
"1823","0.028","1991","4","PXD010413"
"1824","0.029","2004","4","PXD010413"
"1825","0.03","2012","4","PXD010413"
"1826","0.031","2014","4","PXD010413"
"1827","0.032","2034","4","PXD010413"
"1828","0.033","2036","4","PXD010413"
"1829","0.034","2036","4","PXD010413"
"1830","0.035","2040","4","PXD010413"
"1831","0.036","2052","4","PXD010413"
"1832","0.037","2053","4","PXD010413"
"1833","0.038","2064","4","PXD010413"
"1834","0.039","2068","4","PXD010413"
"1835","0.04","2075","4","PXD010413"
"1836","0.041","2080","4","PXD010413"
"1837","0.042","2087","4","PXD010413"
"1838","0.043","2093","4","PXD010413"
"1839","0.044","2095","4","PXD010413"
"1840","0.045","2103","4","PXD010413"
"1841","0.046","2104","4","PXD010413"
"1842","0.047","2110","4","PXD010413"
"1843","0.048","2115","4","PXD010413"
"1844","0.049","2131","4","PXD010413"
"1845","0.05","2135","4","PXD010413"
"1846","0.01","1880","5","PXD010413"
"1847","0.011","1887","5","PXD010413"
"1848","0.012","1896","5","PXD010413"
"1849","0.013","1899","5","PXD010413"
"1850","0.014","1905","5","PXD010413"
"1851","0.015","1909","5","PXD010413"
"1852","0.016","1919","5","PXD010413"
"1853","0.017","1930","5","PXD010413"
"1854","0.018","1945","5","PXD010413"
"1855","0.019","1973","5","PXD010413"
"1856","0.02","1985","5","PXD010413"
"1857","0.021","2007","5","PXD010413"
"1858","0.022","2009","5","PXD010413"
"1859","0.023","2032","5","PXD010413"
"1860","0.024","2043","5","PXD010413"
"1861","0.025","2045","5","PXD010413"
"1862","0.026","2048","5","PXD010413"
"1863","0.027","2049","5","PXD010413"
"1864","0.028","2057","5","PXD010413"
"1865","0.029","2062","5","PXD010413"
"1866","0.03","2077","5","PXD010413"
"1867","0.031","2079","5","PXD010413"
"1868","0.032","2081","5","PXD010413"
"1869","0.033","2091","5","PXD010413"
"1870","0.034","2097","5","PXD010413"
"1871","0.035","2110","5","PXD010413"
"1872","0.036","2112","5","PXD010413"
"1873","0.037","2123","5","PXD010413"
"1874","0.038","2125","5","PXD010413"
"1875","0.039","2137","5","PXD010413"
"1876","0.04","2137","5","PXD010413"
"1877","0.041","2138","5","PXD010413"
"1878","0.042","2151","5","PXD010413"
"1879","0.043","2167","5","PXD010413"
"1880","0.044","2171","5","PXD010413"
"1881","0.045","2172","5","PXD010413"
"1882","0.046","2178","5","PXD010413"
"1883","0.047","2186","5","PXD010413"
"1884","0.048","2188","5","PXD010413"
"1885","0.049","2193","5","PXD010413"
"1886","0.05","2193","5","PXD010413"
"1887","0.01","1861","6","PXD010413"
"1888","0.011","1910","6","PXD010413"
"1889","0.012","1922","6","PXD010413"
"1890","0.013","1944","6","PXD010413"
"1891","0.014","1960","6","PXD010413"
"1892","0.015","1965","6","PXD010413"
"1893","0.016","1968","6","PXD010413"
"1894","0.017","1983","6","PXD010413"
"1895","0.018","2000","6","PXD010413"
"1896","0.019","2003","6","PXD010413"
"1897","0.02","2023","6","PXD010413"
"1898","0.021","2037","6","PXD010413"
"1899","0.022","2057","6","PXD010413"
"1900","0.023","2062","6","PXD010413"
"1901","0.024","2066","6","PXD010413"
"1902","0.025","2075","6","PXD010413"
"1903","0.026","2088","6","PXD010413"
"1904","0.027","2095","6","PXD010413"
"1905","0.028","2110","6","PXD010413"
"1906","0.029","2112","6","PXD010413"
"1907","0.03","2134","6","PXD010413"
"1908","0.031","2143","6","PXD010413"
"1909","0.032","2148","6","PXD010413"
"1910","0.033","2158","6","PXD010413"
"1911","0.034","2160","6","PXD010413"
"1912","0.035","2161","6","PXD010413"
"1913","0.036","2173","6","PXD010413"
"1914","0.037","2179","6","PXD010413"
"1915","0.038","2181","6","PXD010413"
"1916","0.039","2184","6","PXD010413"
"1917","0.04","2186","6","PXD010413"
"1918","0.041","2190","6","PXD010413"
"1919","0.042","2193","6","PXD010413"
"1920","0.043","2205","6","PXD010413"
"1921","0.044","2205","6","PXD010413"
"1922","0.045","2212","6","PXD010413"
"1923","0.046","2212","6","PXD010413"
"1924","0.047","2219","6","PXD010413"
"1925","0.048","2221","6","PXD010413"
"1926","0.049","2226","6","PXD010413"
"1927","0.05","2234","6","PXD010413"
"1928","0.01","1877","7","PXD010413"
"1929","0.011","1881","7","PXD010413"
"1930","0.012","1890","7","PXD010413"
"1931","0.013","1902","7","PXD010413"
"1932","0.014","1913","7","PXD010413"
"1933","0.015","1916","7","PXD010413"
"1934","0.016","1929","7","PXD010413"
"1935","0.017","1946","7","PXD010413"
"1936","0.018","1948","7","PXD010413"
"1937","0.019","1948","7","PXD010413"
"1938","0.02","1958","7","PXD010413"
"1939","0.021","1972","7","PXD010413"
"1940","0.022","1983","7","PXD010413"
"1941","0.023","2008","7","PXD010413"
"1942","0.024","2014","7","PXD010413"
"1943","0.025","2032","7","PXD010413"
"1944","0.026","2042","7","PXD010413"
"1945","0.027","2059","7","PXD010413"
"1946","0.028","2061","7","PXD010413"
"1947","0.029","2065","7","PXD010413"
"1948","0.03","2068","7","PXD010413"
"1949","0.031","2071","7","PXD010413"
"1950","0.032","2080","7","PXD010413"
"1951","0.033","2091","7","PXD010413"
"1952","0.034","2094","7","PXD010413"
"1953","0.035","2104","7","PXD010413"
"1954","0.036","2113","7","PXD010413"
"1955","0.037","2117","7","PXD010413"
"1956","0.038","2132","7","PXD010413"
"1957","0.039","2136","7","PXD010413"
"1958","0.04","2140","7","PXD010413"
"1959","0.041","2152","7","PXD010413"
"1960","0.042","2156","7","PXD010413"
"1961","0.043","2157","7","PXD010413"
"1962","0.044","2160","7","PXD010413"
"1963","0.045","2166","7","PXD010413"
"1964","0.046","2167","7","PXD010413"
"1965","0.047","2167","7","PXD010413"
"1966","0.048","2172","7","PXD010413"
"1967","0.049","2176","7","PXD010413"
"1968","0.05","2188","7","PXD010413"
"1969","0.01","1860","8","PXD010413"
"1970","0.011","1896","8","PXD010413"
"1971","0.012","1908","8","PXD010413"
"1972","0.013","1915","8","PXD010413"
"1973","0.014","1977","8","PXD010413"
"1974","0.015","1989","8","PXD010413"
"1975","0.016","2003","8","PXD010413"
"1976","0.017","2018","8","PXD010413"
"1977","0.018","2022","8","PXD010413"
"1978","0.019","2022","8","PXD010413"
"1979","0.02","2023","8","PXD010413"
"1980","0.021","2024","8","PXD010413"
"1981","0.022","2039","8","PXD010413"
"1982","0.023","2048","8","PXD010413"
"1983","0.024","2056","8","PXD010413"
"1984","0.025","2070","8","PXD010413"
"1985","0.026","2095","8","PXD010413"
"1986","0.027","2098","8","PXD010413"
"1987","0.028","2106","8","PXD010413"
"1988","0.029","2111","8","PXD010413"
"1989","0.03","2117","8","PXD010413"
"1990","0.031","2121","8","PXD010413"
"1991","0.032","2126","8","PXD010413"
"1992","0.033","2128","8","PXD010413"
"1993","0.034","2135","8","PXD010413"
"1994","0.035","2147","8","PXD010413"
"1995","0.036","2162","8","PXD010413"
"1996","0.037","2179","8","PXD010413"
"1997","0.038","2186","8","PXD010413"
"1998","0.039","2189","8","PXD010413"
"1999","0.04","2200","8","PXD010413"
"2000","0.041","2201","8","PXD010413"
"2001","0.042","2201","8","PXD010413"
"2002","0.043","2204","8","PXD010413"
"2003","0.044","2209","8","PXD010413"
"2004","0.045","2212","8","PXD010413"
"2005","0.046","2218","8","PXD010413"
"2006","0.047","2226","8","PXD010413"
"2007","0.048","2227","8","PXD010413"
"2008","0.049","2227","8","PXD010413"
"2009","0.05","2228","8","PXD010413"
"2010","0.01","1856","9","PXD010413"
"2011","0.011","1886","9","PXD010413"
"2012","0.012","1926","9","PXD010413"
"2013","0.013","1937","9","PXD010413"
"2014","0.014","1942","9","PXD010413"
"2015","0.015","1953","9","PXD010413"
"2016","0.016","1964","9","PXD010413"
"2017","0.017","1965","9","PXD010413"
"2018","0.018","1978","9","PXD010413"
"2019","0.019","1981","9","PXD010413"
"2020","0.02","1984","9","PXD010413"
"2021","0.021","1993","9","PXD010413"
"2022","0.022","1997","9","PXD010413"
"2023","0.023","2010","9","PXD010413"
"2024","0.024","2015","9","PXD010413"
"2025","0.025","2016","9","PXD010413"
"2026","0.026","2025","9","PXD010413"
"2027","0.027","2052","9","PXD010413"
"2028","0.028","2058","9","PXD010413"
"2029","0.029","2069","9","PXD010413"
"2030","0.03","2081","9","PXD010413"
"2031","0.031","2082","9","PXD010413"
"2032","0.032","2086","9","PXD010413"
"2033","0.033","2102","9","PXD010413"
"2034","0.034","2111","9","PXD010413"
"2035","0.035","2112","9","PXD010413"
"2036","0.036","2113","9","PXD010413"
"2037","0.037","2116","9","PXD010413"
"2038","0.038","2117","9","PXD010413"
"2039","0.039","2122","9","PXD010413"
"2040","0.04","2135","9","PXD010413"
"2041","0.041","2140","9","PXD010413"
"2042","0.042","2152","9","PXD010413"
"2043","0.043","2157","9","PXD010413"
"2044","0.044","2165","9","PXD010413"
"2045","0.045","2166","9","PXD010413"
"2046","0.046","2173","9","PXD010413"
"2047","0.047","2174","9","PXD010413"
"2048","0.048","2178","9","PXD010413"
"2049","0.049","2184","9","PXD010413"
"2050","0.05","2186","9","PXD010413"
"2051","0.01","1817","0","PXD010504"
"2052","0.011","1826","0","PXD010504"
"2053","0.012","1837","0","PXD010504"
"2054","0.013","1838","0","PXD010504"
"2055","0.014","1858","0","PXD010504"
"2056","0.015","1858","0","PXD010504"
"2057","0.016","1885","0","PXD010504"
"2058","0.017","1901","0","PXD010504"
"2059","0.018","1905","0","PXD010504"
"2060","0.019","1908","0","PXD010504"
"2061","0.02","1913","0","PXD010504"
"2062","0.021","1927","0","PXD010504"
"2063","0.022","1934","0","PXD010504"
"2064","0.023","1943","0","PXD010504"
"2065","0.024","1950","0","PXD010504"
"2066","0.025","1963","0","PXD010504"
"2067","0.026","1969","0","PXD010504"
"2068","0.027","1975","0","PXD010504"
"2069","0.028","1984","0","PXD010504"
"2070","0.029","1993","0","PXD010504"
"2071","0.03","2015","0","PXD010504"
"2072","0.031","2017","0","PXD010504"
"2073","0.032","2023","0","PXD010504"
"2074","0.033","2029","0","PXD010504"
"2075","0.034","2040","0","PXD010504"
"2076","0.035","2046","0","PXD010504"
"2077","0.036","2046","0","PXD010504"
"2078","0.037","2050","0","PXD010504"
"2079","0.038","2057","0","PXD010504"
"2080","0.039","2058","0","PXD010504"
"2081","0.04","2064","0","PXD010504"
"2082","0.041","2071","0","PXD010504"
"2083","0.042","2076","0","PXD010504"
"2084","0.043","2078","0","PXD010504"
"2085","0.044","2082","0","PXD010504"
"2086","0.045","2090","0","PXD010504"
"2087","0.046","2093","0","PXD010504"
"2088","0.047","2093","0","PXD010504"
"2089","0.048","2096","0","PXD010504"
"2090","0.049","2101","0","PXD010504"
"2091","0.05","2121","0","PXD010504"
"2092","0.01","1751","1","PXD010504"
"2093","0.011","1761","1","PXD010504"
"2094","0.012","1769","1","PXD010504"
"2095","0.013","1776","1","PXD010504"
"2096","0.014","1791","1","PXD010504"
"2097","0.015","1823","1","PXD010504"
"2098","0.016","1861","1","PXD010504"
"2099","0.017","1871","1","PXD010504"
"2100","0.018","1911","1","PXD010504"
"2101","0.019","1920","1","PXD010504"
"2102","0.02","1927","1","PXD010504"
"2103","0.021","1932","1","PXD010504"
"2104","0.022","1939","1","PXD010504"
"2105","0.023","1950","1","PXD010504"
"2106","0.024","1963","1","PXD010504"
"2107","0.025","1971","1","PXD010504"
"2108","0.026","1974","1","PXD010504"
"2109","0.027","1991","1","PXD010504"
"2110","0.028","1993","1","PXD010504"
"2111","0.029","1993","1","PXD010504"
"2112","0.03","1999","1","PXD010504"
"2113","0.031","2003","1","PXD010504"
"2114","0.032","2004","1","PXD010504"
"2115","0.033","2010","1","PXD010504"
"2116","0.034","2027","1","PXD010504"
"2117","0.035","2029","1","PXD010504"
"2118","0.036","2034","1","PXD010504"
"2119","0.037","2037","1","PXD010504"
"2120","0.038","2043","1","PXD010504"
"2121","0.039","2044","1","PXD010504"
"2122","0.04","2044","1","PXD010504"
"2123","0.041","2046","1","PXD010504"
"2124","0.042","2056","1","PXD010504"
"2125","0.043","2059","1","PXD010504"
"2126","0.044","2063","1","PXD010504"
"2127","0.045","2072","1","PXD010504"
"2128","0.046","2074","1","PXD010504"
"2129","0.047","2083","1","PXD010504"
"2130","0.048","2086","1","PXD010504"
"2131","0.049","2105","1","PXD010504"
"2132","0.05","2108","1","PXD010504"
"2133","0.01","1762","2","PXD010504"
"2134","0.011","1776","2","PXD010504"
"2135","0.012","1795","2","PXD010504"
"2136","0.013","1807","2","PXD010504"
"2137","0.014","1823","2","PXD010504"
"2138","0.015","1828","2","PXD010504"
"2139","0.016","1832","2","PXD010504"
"2140","0.017","1846","2","PXD010504"
"2141","0.018","1857","2","PXD010504"
"2142","0.019","1860","2","PXD010504"
"2143","0.02","1871","2","PXD010504"
"2144","0.021","1886","2","PXD010504"
"2145","0.022","1889","2","PXD010504"
"2146","0.023","1898","2","PXD010504"
"2147","0.024","1901","2","PXD010504"
"2148","0.025","1907","2","PXD010504"
"2149","0.026","1949","2","PXD010504"
"2150","0.027","1953","2","PXD010504"
"2151","0.028","1965","2","PXD010504"
"2152","0.029","1976","2","PXD010504"
"2153","0.03","1987","2","PXD010504"
"2154","0.031","1988","2","PXD010504"
"2155","0.032","1994","2","PXD010504"
"2156","0.033","2003","2","PXD010504"
"2157","0.034","2015","2","PXD010504"
"2158","0.035","2024","2","PXD010504"
"2159","0.036","2030","2","PXD010504"
"2160","0.037","2033","2","PXD010504"
"2161","0.038","2036","2","PXD010504"
"2162","0.039","2041","2","PXD010504"
"2163","0.04","2041","2","PXD010504"
"2164","0.041","2041","2","PXD010504"
"2165","0.042","2050","2","PXD010504"
"2166","0.043","2058","2","PXD010504"
"2167","0.044","2080","2","PXD010504"
"2168","0.045","2083","2","PXD010504"
"2169","0.046","2091","2","PXD010504"
"2170","0.047","2095","2","PXD010504"
"2171","0.048","2097","2","PXD010504"
"2172","0.049","2100","2","PXD010504"
"2173","0.05","2112","2","PXD010504"
"2174","0.01","1678","3","PXD010504"
"2175","0.011","1687","3","PXD010504"
"2176","0.012","1708","3","PXD010504"
"2177","0.013","1711","3","PXD010504"
"2178","0.014","1726","3","PXD010504"
"2179","0.015","1763","3","PXD010504"
"2180","0.016","1769","3","PXD010504"
"2181","0.017","1794","3","PXD010504"
"2182","0.018","1809","3","PXD010504"
"2183","0.019","1823","3","PXD010504"
"2184","0.02","1847","3","PXD010504"
"2185","0.021","1851","3","PXD010504"
"2186","0.022","1858","3","PXD010504"
"2187","0.023","1875","3","PXD010504"
"2188","0.024","1877","3","PXD010504"
"2189","0.025","1883","3","PXD010504"
"2190","0.026","1890","3","PXD010504"
"2191","0.027","1893","3","PXD010504"
"2192","0.028","1905","3","PXD010504"
"2193","0.029","1913","3","PXD010504"
"2194","0.03","1917","3","PXD010504"
"2195","0.031","1946","3","PXD010504"
"2196","0.032","1950","3","PXD010504"
"2197","0.033","1956","3","PXD010504"
"2198","0.034","1958","3","PXD010504"
"2199","0.035","1964","3","PXD010504"
"2200","0.036","1970","3","PXD010504"
"2201","0.037","1974","3","PXD010504"
"2202","0.038","1975","3","PXD010504"
"2203","0.039","1977","3","PXD010504"
"2204","0.04","1979","3","PXD010504"
"2205","0.041","1983","3","PXD010504"
"2206","0.042","1985","3","PXD010504"
"2207","0.043","1991","3","PXD010504"
"2208","0.044","1992","3","PXD010504"
"2209","0.045","1994","3","PXD010504"
"2210","0.046","1994","3","PXD010504"
"2211","0.047","2004","3","PXD010504"
"2212","0.048","2005","3","PXD010504"
"2213","0.049","2005","3","PXD010504"
"2214","0.05","2008","3","PXD010504"
"2215","0.01","1735","4","PXD010504"
"2216","0.011","1755","4","PXD010504"
"2217","0.012","1764","4","PXD010504"
"2218","0.013","1777","4","PXD010504"
"2219","0.014","1787","4","PXD010504"
"2220","0.015","1796","4","PXD010504"
"2221","0.016","1825","4","PXD010504"
"2222","0.017","1847","4","PXD010504"
"2223","0.018","1860","4","PXD010504"
"2224","0.019","1864","4","PXD010504"
"2225","0.02","1868","4","PXD010504"
"2226","0.021","1873","4","PXD010504"
"2227","0.022","1890","4","PXD010504"
"2228","0.023","1893","4","PXD010504"
"2229","0.024","1897","4","PXD010504"
"2230","0.025","1913","4","PXD010504"
"2231","0.026","1915","4","PXD010504"
"2232","0.027","1916","4","PXD010504"
"2233","0.028","1916","4","PXD010504"
"2234","0.029","1926","4","PXD010504"
"2235","0.03","1930","4","PXD010504"
"2236","0.031","1951","4","PXD010504"
"2237","0.032","1951","4","PXD010504"
"2238","0.033","1974","4","PXD010504"
"2239","0.034","1978","4","PXD010504"
"2240","0.035","1993","4","PXD010504"
"2241","0.036","2000","4","PXD010504"
"2242","0.037","2001","4","PXD010504"
"2243","0.038","2006","4","PXD010504"
"2244","0.039","2008","4","PXD010504"
"2245","0.04","2017","4","PXD010504"
"2246","0.041","2032","4","PXD010504"
"2247","0.042","2037","4","PXD010504"
"2248","0.043","2047","4","PXD010504"
"2249","0.044","2051","4","PXD010504"
"2250","0.045","2054","4","PXD010504"
"2251","0.046","2059","4","PXD010504"
"2252","0.047","2059","4","PXD010504"
"2253","0.048","2067","4","PXD010504"
"2254","0.049","2068","4","PXD010504"
"2255","0.05","2075","4","PXD010504"
"2256","0.01","1728","5","PXD010504"
"2257","0.011","1730","5","PXD010504"
"2258","0.012","1733","5","PXD010504"
"2259","0.013","1779","5","PXD010504"
"2260","0.014","1782","5","PXD010504"
"2261","0.015","1797","5","PXD010504"
"2262","0.016","1817","5","PXD010504"
"2263","0.017","1826","5","PXD010504"
"2264","0.018","1845","5","PXD010504"
"2265","0.019","1848","5","PXD010504"
"2266","0.02","1861","5","PXD010504"
"2267","0.021","1872","5","PXD010504"
"2268","0.022","1884","5","PXD010504"
"2269","0.023","1894","5","PXD010504"
"2270","0.024","1907","5","PXD010504"
"2271","0.025","1924","5","PXD010504"
"2272","0.026","1933","5","PXD010504"
"2273","0.027","1944","5","PXD010504"
"2274","0.028","1956","5","PXD010504"
"2275","0.029","1959","5","PXD010504"
"2276","0.03","1970","5","PXD010504"
"2277","0.031","1972","5","PXD010504"
"2278","0.032","1974","5","PXD010504"
"2279","0.033","1988","5","PXD010504"
"2280","0.034","1988","5","PXD010504"
"2281","0.035","2006","5","PXD010504"
"2282","0.036","2009","5","PXD010504"
"2283","0.037","2018","5","PXD010504"
"2284","0.038","2020","5","PXD010504"
"2285","0.039","2032","5","PXD010504"
"2286","0.04","2036","5","PXD010504"
"2287","0.041","2040","5","PXD010504"
"2288","0.042","2040","5","PXD010504"
"2289","0.043","2041","5","PXD010504"
"2290","0.044","2047","5","PXD010504"
"2291","0.045","2049","5","PXD010504"
"2292","0.046","2054","5","PXD010504"
"2293","0.047","2058","5","PXD010504"
"2294","0.048","2060","5","PXD010504"
"2295","0.049","2068","5","PXD010504"
"2296","0.05","2069","5","PXD010504"
"2297","0.01","1772","6","PXD010504"
"2298","0.011","1826","6","PXD010504"
"2299","0.012","1826","6","PXD010504"
"2300","0.013","1831","6","PXD010504"
"2301","0.014","1842","6","PXD010504"
"2302","0.015","1849","6","PXD010504"
"2303","0.016","1873","6","PXD010504"
"2304","0.017","1877","6","PXD010504"
"2305","0.018","1889","6","PXD010504"
"2306","0.019","1890","6","PXD010504"
"2307","0.02","1911","6","PXD010504"
"2308","0.021","1914","6","PXD010504"
"2309","0.022","1917","6","PXD010504"
"2310","0.023","1926","6","PXD010504"
"2311","0.024","1944","6","PXD010504"
"2312","0.025","1952","6","PXD010504"
"2313","0.026","1953","6","PXD010504"
"2314","0.027","1953","6","PXD010504"
"2315","0.028","1958","6","PXD010504"
"2316","0.029","1958","6","PXD010504"
"2317","0.03","1977","6","PXD010504"
"2318","0.031","1985","6","PXD010504"
"2319","0.032","2000","6","PXD010504"
"2320","0.033","2009","6","PXD010504"
"2321","0.034","2012","6","PXD010504"
"2322","0.035","2012","6","PXD010504"
"2323","0.036","2018","6","PXD010504"
"2324","0.037","2033","6","PXD010504"
"2325","0.038","2039","6","PXD010504"
"2326","0.039","2042","6","PXD010504"
"2327","0.04","2046","6","PXD010504"
"2328","0.041","2051","6","PXD010504"
"2329","0.042","2056","6","PXD010504"
"2330","0.043","2061","6","PXD010504"
"2331","0.044","2066","6","PXD010504"
"2332","0.045","2067","6","PXD010504"
"2333","0.046","2072","6","PXD010504"
"2334","0.047","2079","6","PXD010504"
"2335","0.048","2079","6","PXD010504"
"2336","0.049","2085","6","PXD010504"
"2337","0.05","2088","6","PXD010504"
"2338","0.01","1743","7","PXD010504"
"2339","0.011","1761","7","PXD010504"
"2340","0.012","1765","7","PXD010504"
"2341","0.013","1774","7","PXD010504"
"2342","0.014","1774","7","PXD010504"
"2343","0.015","1774","7","PXD010504"
"2344","0.016","1795","7","PXD010504"
"2345","0.017","1807","7","PXD010504"
"2346","0.018","1821","7","PXD010504"
"2347","0.019","1833","7","PXD010504"
"2348","0.02","1847","7","PXD010504"
"2349","0.021","1869","7","PXD010504"
"2350","0.022","1877","7","PXD010504"
"2351","0.023","1882","7","PXD010504"
"2352","0.024","1894","7","PXD010504"
"2353","0.025","1926","7","PXD010504"
"2354","0.026","1929","7","PXD010504"
"2355","0.027","1937","7","PXD010504"
"2356","0.028","1942","7","PXD010504"
"2357","0.029","1947","7","PXD010504"
"2358","0.03","1951","7","PXD010504"
"2359","0.031","1957","7","PXD010504"
"2360","0.032","1961","7","PXD010504"
"2361","0.033","1971","7","PXD010504"
"2362","0.034","1972","7","PXD010504"
"2363","0.035","1979","7","PXD010504"
"2364","0.036","1979","7","PXD010504"
"2365","0.037","1989","7","PXD010504"
"2366","0.038","1994","7","PXD010504"
"2367","0.039","1995","7","PXD010504"
"2368","0.04","1996","7","PXD010504"
"2369","0.041","2010","7","PXD010504"
"2370","0.042","2018","7","PXD010504"
"2371","0.043","2020","7","PXD010504"
"2372","0.044","2027","7","PXD010504"
"2373","0.045","2038","7","PXD010504"
"2374","0.046","2047","7","PXD010504"
"2375","0.047","2049","7","PXD010504"
"2376","0.048","2049","7","PXD010504"
"2377","0.049","2064","7","PXD010504"
"2378","0.05","2069","7","PXD010504"
"2379","0.01","1682","8","PXD010504"
"2380","0.011","1696","8","PXD010504"
"2381","0.012","1762","8","PXD010504"
"2382","0.013","1770","8","PXD010504"
"2383","0.014","1777","8","PXD010504"
"2384","0.015","1782","8","PXD010504"
"2385","0.016","1838","8","PXD010504"
"2386","0.017","1854","8","PXD010504"
"2387","0.018","1857","8","PXD010504"
"2388","0.019","1866","8","PXD010504"
"2389","0.02","1868","8","PXD010504"
"2390","0.021","1869","8","PXD010504"
"2391","0.022","1874","8","PXD010504"
"2392","0.023","1876","8","PXD010504"
"2393","0.024","1885","8","PXD010504"
"2394","0.025","1886","8","PXD010504"
"2395","0.026","1886","8","PXD010504"
"2396","0.027","1893","8","PXD010504"
"2397","0.028","1901","8","PXD010504"
"2398","0.029","1913","8","PXD010504"
"2399","0.03","1921","8","PXD010504"
"2400","0.031","1926","8","PXD010504"
"2401","0.032","1929","8","PXD010504"
"2402","0.033","1932","8","PXD010504"
"2403","0.034","1949","8","PXD010504"
"2404","0.035","1951","8","PXD010504"
"2405","0.036","1974","8","PXD010504"
"2406","0.037","1978","8","PXD010504"
"2407","0.038","1989","8","PXD010504"
"2408","0.039","2000","8","PXD010504"
"2409","0.04","2002","8","PXD010504"
"2410","0.041","2008","8","PXD010504"
"2411","0.042","2011","8","PXD010504"
"2412","0.043","2030","8","PXD010504"
"2413","0.044","2037","8","PXD010504"
"2414","0.045","2041","8","PXD010504"
"2415","0.046","2041","8","PXD010504"
"2416","0.047","2048","8","PXD010504"
"2417","0.048","2055","8","PXD010504"
"2418","0.049","2060","8","PXD010504"
"2419","0.05","2066","8","PXD010504"
"2420","0.01","1707","9","PXD010504"
"2421","0.011","1722","9","PXD010504"
"2422","0.012","1754","9","PXD010504"
"2423","0.013","1755","9","PXD010504"
"2424","0.014","1759","9","PXD010504"
"2425","0.015","1763","9","PXD010504"
"2426","0.016","1779","9","PXD010504"
"2427","0.017","1784","9","PXD010504"
"2428","0.018","1800","9","PXD010504"
"2429","0.019","1807","9","PXD010504"
"2430","0.02","1818","9","PXD010504"
"2431","0.021","1836","9","PXD010504"
"2432","0.022","1855","9","PXD010504"
"2433","0.023","1861","9","PXD010504"
"2434","0.024","1877","9","PXD010504"
"2435","0.025","1883","9","PXD010504"
"2436","0.026","1899","9","PXD010504"
"2437","0.027","1911","9","PXD010504"
"2438","0.028","1915","9","PXD010504"
"2439","0.029","1917","9","PXD010504"
"2440","0.03","1923","9","PXD010504"
"2441","0.031","1928","9","PXD010504"
