"","Threshold","power_narrow","dcy_indx","PXID"
"2225","0.02","1647","4","PXD010504"
"2226","0.021","1655","4","PXD010504"
"2227","0.022","1665","4","PXD010504"
"2228","0.023","1671","4","PXD010504"
"2229","0.024","1677","4","PXD010504"
"2230","0.025","1699","4","PXD010504"
"2231","0.026","1707","4","PXD010504"
"2232","0.027","1710","4","PXD010504"
"2233","0.028","1717","4","PXD010504"
"2234","0.029","1718","4","PXD010504"
"2235","0.03","1722","4","PXD010504"
"2236","0.031","1726","4","PXD010504"
"2237","0.032","1732","4","PXD010504"
"2238","0.033","1738","4","PXD010504"
"2239","0.034","1751","4","PXD010504"
"2240","0.035","1756","4","PXD010504"
"2241","0.036","1759","4","PXD010504"
"2242","0.037","1767","4","PXD010504"
"2243","0.038","1768","4","PXD010504"
"2244","0.039","1771","4","PXD010504"
"2245","0.04","1777","4","PXD010504"
"2246","0.041","1782","4","PXD010504"
"2247","0.042","1787","4","PXD010504"
"2248","0.043","1792","4","PXD010504"
"2249","0.044","1795","4","PXD010504"
"2250","0.045","1795","4","PXD010504"
"2251","0.046","1799","4","PXD010504"
"2252","0.047","1802","4","PXD010504"
"2253","0.048","1807","4","PXD010504"
"2254","0.049","1808","4","PXD010504"
"2255","0.05","1816","4","PXD010504"
"2256","0.01","1646","5","PXD010504"
"2257","0.011","1649","5","PXD010504"
"2258","0.012","1649","5","PXD010504"
"2259","0.013","1660","5","PXD010504"
"2260","0.014","1664","5","PXD010504"
"2261","0.015","1665","5","PXD010504"
"2262","0.016","1666","5","PXD010504"
"2263","0.017","1671","5","PXD010504"
"2264","0.018","1682","5","PXD010504"
"2265","0.019","1685","5","PXD010504"
"2266","0.02","1704","5","PXD010504"
"2267","0.021","1712","5","PXD010504"
"2268","0.022","1713","5","PXD010504"
"2269","0.023","1719","5","PXD010504"
"2270","0.024","1751","5","PXD010504"
"2271","0.025","1751","5","PXD010504"
"2272","0.026","1762","5","PXD010504"
"2273","0.027","1762","5","PXD010504"
"2274","0.028","1765","5","PXD010504"
"2275","0.029","1767","5","PXD010504"
"2276","0.03","1782","5","PXD010504"
"2277","0.031","1786","5","PXD010504"
"2278","0.032","1796","5","PXD010504"
"2279","0.033","1797","5","PXD010504"
"2280","0.034","1813","5","PXD010504"
"2281","0.035","1816","5","PXD010504"
"2282","0.036","1821","5","PXD010504"
"2283","0.037","1824","5","PXD010504"
"2284","0.038","1829","5","PXD010504"
"2285","0.039","1834","5","PXD010504"
"2286","0.04","1838","5","PXD010504"
"2287","0.041","1840","5","PXD010504"
"2288","0.042","1843","5","PXD010504"
"2289","0.043","1846","5","PXD010504"
"2290","0.044","1849","5","PXD010504"
"2291","0.045","1857","5","PXD010504"
"2292","0.046","1857","5","PXD010504"
"2293","0.047","1860","5","PXD010504"
"2294","0.048","1862","5","PXD010504"
"2295","0.049","1863","5","PXD010504"
"2296","0.05","1876","5","PXD010504"
"2297","0.01","1668","6","PXD010504"
"2298","0.011","1681","6","PXD010504"
"2299","0.012","1684","6","PXD010504"
"2300","0.013","1690","6","PXD010504"
"2301","0.014","1703","6","PXD010504"
"2302","0.015","1709","6","PXD010504"
"2303","0.016","1727","6","PXD010504"
"2304","0.017","1730","6","PXD010504"
"2305","0.018","1734","6","PXD010504"
"2306","0.019","1734","6","PXD010504"
"2307","0.02","1741","6","PXD010504"
"2308","0.021","1745","6","PXD010504"
"2309","0.022","1747","6","PXD010504"
"2310","0.023","1756","6","PXD010504"
"2311","0.024","1761","6","PXD010504"
"2312","0.025","1766","6","PXD010504"
"2313","0.026","1773","6","PXD010504"
"2314","0.027","1773","6","PXD010504"
"2315","0.028","1775","6","PXD010504"
"2316","0.029","1779","6","PXD010504"
"2317","0.03","1783","6","PXD010504"
"2318","0.031","1790","6","PXD010504"
"2319","0.032","1793","6","PXD010504"
"2320","0.033","1794","6","PXD010504"
"2321","0.034","1808","6","PXD010504"
"2322","0.035","1809","6","PXD010504"
"2323","0.036","1811","6","PXD010504"
"2324","0.037","1814","6","PXD010504"
"2325","0.038","1815","6","PXD010504"
"2326","0.039","1815","6","PXD010504"
"2327","0.04","1815","6","PXD010504"
"2328","0.041","1819","6","PXD010504"
"2329","0.042","1820","6","PXD010504"
"2330","0.043","1825","6","PXD010504"
"2331","0.044","1827","6","PXD010504"
"2332","0.045","1835","6","PXD010504"
"2333","0.046","1849","6","PXD010504"
"2334","0.047","1856","6","PXD010504"
"2335","0.048","1867","6","PXD010504"
"2336","0.049","1873","6","PXD010504"
"2337","0.05","1880","6","PXD010504"
"2338","0.01","1611","7","PXD010504"
"2339","0.011","1611","7","PXD010504"
"2340","0.012","1615","7","PXD010504"
"2341","0.013","1630","7","PXD010504"
"2342","0.014","1630","7","PXD010504"
"2343","0.015","1649","7","PXD010504"
"2344","0.016","1667","7","PXD010504"
"2345","0.017","1676","7","PXD010504"
"2346","0.018","1677","7","PXD010504"
"2347","0.019","1690","7","PXD010504"
"2348","0.02","1693","7","PXD010504"
"2349","0.021","1698","7","PXD010504"
"2350","0.022","1708","7","PXD010504"
"2351","0.023","1713","7","PXD010504"
"2352","0.024","1725","7","PXD010504"
"2353","0.025","1733","7","PXD010504"
"2354","0.026","1748","7","PXD010504"
"2355","0.027","1750","7","PXD010504"
"2356","0.028","1756","7","PXD010504"
"2357","0.029","1757","7","PXD010504"
"2358","0.03","1768","7","PXD010504"
"2359","0.031","1771","7","PXD010504"
"2360","0.032","1783","7","PXD010504"
"2361","0.033","1785","7","PXD010504"
"2362","0.034","1785","7","PXD010504"
"2363","0.035","1788","7","PXD010504"
"2364","0.036","1795","7","PXD010504"
"2365","0.037","1797","7","PXD010504"
"2366","0.038","1797","7","PXD010504"
"2367","0.039","1806","7","PXD010504"
"2368","0.04","1812","7","PXD010504"
"2369","0.041","1815","7","PXD010504"
"2370","0.042","1824","7","PXD010504"
"2371","0.043","1832","7","PXD010504"
"2372","0.044","1836","7","PXD010504"
"2373","0.045","1845","7","PXD010504"
"2374","0.046","1845","7","PXD010504"
"2375","0.047","1848","7","PXD010504"
"2376","0.048","1851","7","PXD010504"
"2377","0.049","1854","7","PXD010504"
"2378","0.05","1854","7","PXD010504"
"2379","0.01","1669","8","PXD010504"
"2380","0.011","1670","8","PXD010504"
"2381","0.012","1675","8","PXD010504"
"2382","0.013","1678","8","PXD010504"
"2383","0.014","1687","8","PXD010504"
"2384","0.015","1692","8","PXD010504"
"2385","0.016","1701","8","PXD010504"
"2386","0.017","1701","8","PXD010504"
"2387","0.018","1708","8","PXD010504"
"2388","0.019","1708","8","PXD010504"
"2389","0.02","1715","8","PXD010504"
"2390","0.021","1722","8","PXD010504"
"2391","0.022","1728","8","PXD010504"
"2392","0.023","1729","8","PXD010504"
"2393","0.024","1732","8","PXD010504"
"2394","0.025","1734","8","PXD010504"
"2395","0.026","1737","8","PXD010504"
"2396","0.027","1755","8","PXD010504"
"2397","0.028","1762","8","PXD010504"
"2398","0.029","1769","8","PXD010504"
"2399","0.03","1774","8","PXD010504"
"2400","0.031","1776","8","PXD010504"
"2401","0.032","1781","8","PXD010504"
"2402","0.033","1782","8","PXD010504"
"2403","0.034","1787","8","PXD010504"
"2404","0.035","1787","8","PXD010504"
"2405","0.036","1789","8","PXD010504"
"2406","0.037","1793","8","PXD010504"
"2407","0.038","1798","8","PXD010504"
"2408","0.039","1806","8","PXD010504"
"2409","0.04","1812","8","PXD010504"
"2410","0.041","1823","8","PXD010504"
"2411","0.042","1824","8","PXD010504"
"2412","0.043","1829","8","PXD010504"
"2413","0.044","1833","8","PXD010504"
"2414","0.045","1836","8","PXD010504"
"2415","0.046","1839","8","PXD010504"
"2416","0.047","1847","8","PXD010504"
"2417","0.048","1847","8","PXD010504"
"2418","0.049","1852","8","PXD010504"
"2419","0.05","1855","8","PXD010504"
"2420","0.01","1651","9","PXD010504"
"2421","0.011","1651","9","PXD010504"
"2422","0.012","1651","9","PXD010504"
"2423","0.013","1660","9","PXD010504"
"2424","0.014","1663","9","PXD010504"
"2425","0.015","1674","9","PXD010504"
"2426","0.016","1679","9","PXD010504"
"2427","0.017","1683","9","PXD010504"
"2428","0.018","1693","9","PXD010504"
"2429","0.019","1696","9","PXD010504"
"2430","0.02","1704","9","PXD010504"
"2431","0.021","1717","9","PXD010504"
"2432","0.022","1717","9","PXD010504"
"2433","0.023","1728","9","PXD010504"
"2434","0.024","1732","9","PXD010504"
"2435","0.025","1739","9","PXD010504"
"2436","0.026","1750","9","PXD010504"
"2437","0.027","1759","9","PXD010504"
"2438","0.028","1760","9","PXD010504"
"2439","0.029","1763","9","PXD010504"
"2440","0.03","1770","9","PXD010504"
"2441","0.031","1776","9","PXD010504"
"2442","0.032","1777","9","PXD010504"
"2443","0.033","1791","9","PXD010504"
"2444","0.034","1792","9","PXD010504"
"2445","0.035","1796","9","PXD010504"
"2446","0.036","1798","9","PXD010504"
"2447","0.037","1803","9","PXD010504"
"2448","0.038","1813","9","PXD010504"
"2449","0.039","1816","9","PXD010504"
"2450","0.04","1818","9","PXD010504"
"2451","0.041","1822","9","PXD010504"
"2452","0.042","1822","9","PXD010504"
"2453","0.043","1829","9","PXD010504"
"2454","0.044","1830","9","PXD010504"
"2455","0.045","1851","9","PXD010504"
"2456","0.046","1854","9","PXD010504"
"2457","0.047","1856","9","PXD010504"
"2458","0.048","1857","9","PXD010504"
"2459","0.049","1859","9","PXD010504"
"2460","0.05","1860","9","PXD010504"
"2461","0.01","410","0","PXD012528"
"2462","0.011","410","0","PXD012528"
"2463","0.012","410","0","PXD012528"
"2464","0.013","413","0","PXD012528"
"2465","0.014","413","0","PXD012528"
"2466","0.015","423","0","PXD012528"
"2467","0.016","423","0","PXD012528"
"2468","0.017","426","0","PXD012528"
"2469","0.018","426","0","PXD012528"
"2470","0.019","430","0","PXD012528"
"2471","0.02","430","0","PXD012528"
"2472","0.021","430","0","PXD012528"
"2473","0.022","430","0","PXD012528"
"2474","0.023","430","0","PXD012528"
"2475","0.024","431","0","PXD012528"
"2476","0.025","431","0","PXD012528"
"2477","0.026","433","0","PXD012528"
"2478","0.027","433","0","PXD012528"
"2479","0.028","435","0","PXD012528"
"2480","0.029","435","0","PXD012528"
"2481","0.03","439","0","PXD012528"
"2482","0.031","439","0","PXD012528"
"2483","0.032","449","0","PXD012528"
"2484","0.033","449","0","PXD012528"
"2485","0.034","450","0","PXD012528"
"2486","0.035","450","0","PXD012528"
"2487","0.036","456","0","PXD012528"
"2488","0.037","456","0","PXD012528"
"2489","0.038","456","0","PXD012528"
"2490","0.039","456","0","PXD012528"
"2491","0.04","458","0","PXD012528"
"2492","0.041","458","0","PXD012528"
"2493","0.042","459","0","PXD012528"
"2494","0.043","459","0","PXD012528"
"2495","0.044","460","0","PXD012528"
"2496","0.045","468","0","PXD012528"
"2497","0.046","468","0","PXD012528"
"2498","0.047","470","0","PXD012528"
"2499","0.048","470","0","PXD012528"
"2500","0.049","470","0","PXD012528"
"2501","0.05","470","0","PXD012528"
"2502","0.01","333","1","PXD012528"
"2503","0.011","333","1","PXD012528"
"2504","0.012","344","1","PXD012528"
"2505","0.013","344","1","PXD012528"
"2506","0.014","344","1","PXD012528"
"2507","0.015","351","1","PXD012528"
"2508","0.016","351","1","PXD012528"
"2509","0.017","370","1","PXD012528"
"2510","0.018","370","1","PXD012528"
"2511","0.019","386","1","PXD012528"
"2512","0.02","386","1","PXD012528"
"2513","0.021","390","1","PXD012528"
"2514","0.022","390","1","PXD012528"
"2515","0.023","392","1","PXD012528"
"2516","0.024","392","1","PXD012528"
"2517","0.025","392","1","PXD012528"
"2518","0.026","397","1","PXD012528"
"2519","0.027","397","1","PXD012528"
"2520","0.028","404","1","PXD012528"
"2521","0.029","404","1","PXD012528"
"2522","0.03","405","1","PXD012528"
"2523","0.031","405","1","PXD012528"
"2524","0.032","407","1","PXD012528"
"2525","0.033","407","1","PXD012528"
"2526","0.034","417","1","PXD012528"
"2527","0.035","417","1","PXD012528"
"2528","0.036","422","1","PXD012528"
"2529","0.037","422","1","PXD012528"
"2530","0.038","423","1","PXD012528"
"2531","0.039","423","1","PXD012528"
"2532","0.04","426","1","PXD012528"
"2533","0.041","426","1","PXD012528"
"2534","0.042","426","1","PXD012528"
"2535","0.043","426","1","PXD012528"
"2536","0.044","426","1","PXD012528"
"2537","0.045","426","1","PXD012528"
"2538","0.046","426","1","PXD012528"
"2539","0.047","426","1","PXD012528"
"2540","0.048","426","1","PXD012528"
"2541","0.049","426","1","PXD012528"
"2542","0.05","426","1","PXD012528"
"2543","0.01","374","2","PXD012528"
"2544","0.011","393","2","PXD012528"
"2545","0.012","393","2","PXD012528"
"2546","0.013","396","2","PXD012528"
"2547","0.014","396","2","PXD012528"
"2548","0.015","400","2","PXD012528"
"2549","0.016","400","2","PXD012528"
"2550","0.017","400","2","PXD012528"
"2551","0.018","401","2","PXD012528"
"2552","0.019","401","2","PXD012528"
"2553","0.02","412","2","PXD012528"
"2554","0.021","412","2","PXD012528"
"2555","0.022","415","2","PXD012528"
"2556","0.023","415","2","PXD012528"
"2557","0.024","415","2","PXD012528"
"2558","0.025","416","2","PXD012528"
"2559","0.026","416","2","PXD012528"
"2560","0.027","417","2","PXD012528"
"2561","0.028","417","2","PXD012528"
"2562","0.029","417","2","PXD012528"
"2563","0.03","417","2","PXD012528"
"2564","0.031","417","2","PXD012528"
"2565","0.032","417","2","PXD012528"
"2566","0.033","417","2","PXD012528"
"2567","0.034","417","2","PXD012528"
"2568","0.035","417","2","PXD012528"
"2569","0.036","418","2","PXD012528"
"2570","0.037","418","2","PXD012528"
"2571","0.038","425","2","PXD012528"
"2572","0.039","425","2","PXD012528"
"2573","0.04","425","2","PXD012528"
"2574","0.041","425","2","PXD012528"
"2575","0.042","425","2","PXD012528"
"2576","0.043","426","2","PXD012528"
"2577","0.044","426","2","PXD012528"
"2578","0.045","430","2","PXD012528"
"2579","0.046","436","2","PXD012528"
"2580","0.047","436","2","PXD012528"
"2581","0.048","436","2","PXD012528"
"2582","0.049","449","2","PXD012528"
"2583","0.05","449","2","PXD012528"
"2584","0.01","257","3","PXD012528"
"2585","0.011","257","3","PXD012528"
"2586","0.012","261","3","PXD012528"
"2587","0.013","261","3","PXD012528"
"2588","0.014","261","3","PXD012528"
"2589","0.015","269","3","PXD012528"
"2590","0.016","269","3","PXD012528"
"2591","0.017","269","3","PXD012528"
"2592","0.018","269","3","PXD012528"
"2593","0.019","270","3","PXD012528"
"2594","0.02","270","3","PXD012528"
"2595","0.021","270","3","PXD012528"
"2596","0.022","270","3","PXD012528"
"2597","0.023","271","3","PXD012528"
"2598","0.024","271","3","PXD012528"
"2599","0.025","271","3","PXD012528"
"2600","0.026","271","3","PXD012528"
"2601","0.027","271","3","PXD012528"
"2602","0.028","286","3","PXD012528"
"2603","0.029","286","3","PXD012528"
"2604","0.03","286","3","PXD012528"
"2605","0.031","286","3","PXD012528"
"2606","0.032","287","3","PXD012528"
"2607","0.033","287","3","PXD012528"
"2608","0.034","287","3","PXD012528"
"2609","0.035","287","3","PXD012528"
"2610","0.036","287","3","PXD012528"
"2611","0.037","301","3","PXD012528"
"2612","0.038","301","3","PXD012528"
"2613","0.039","301","3","PXD012528"
"2614","0.04","303","3","PXD012528"
"2615","0.041","303","3","PXD012528"
"2616","0.042","303","3","PXD012528"
"2617","0.043","305","3","PXD012528"
"2618","0.044","305","3","PXD012528"
"2619","0.045","305","3","PXD012528"
"2620","0.046","306","3","PXD012528"
"2621","0.047","306","3","PXD012528"
"2622","0.048","306","3","PXD012528"
"2623","0.049","306","3","PXD012528"
"2624","0.05","306","3","PXD012528"
"2625","0.01","411","4","PXD012528"
"2626","0.011","411","4","PXD012528"
"2627","0.012","424","4","PXD012528"
"2628","0.013","424","4","PXD012528"
"2629","0.014","424","4","PXD012528"
"2630","0.015","428","4","PXD012528"
"2631","0.016","428","4","PXD012528"
"2632","0.017","429","4","PXD012528"
"2633","0.018","429","4","PXD012528"
"2634","0.019","430","4","PXD012528"
"2635","0.02","430","4","PXD012528"
"2636","0.021","431","4","PXD012528"
"2637","0.022","431","4","PXD012528"
"2638","0.023","431","4","PXD012528"
"2639","0.024","434","4","PXD012528"
"2640","0.025","434","4","PXD012528"
"2641","0.026","436","4","PXD012528"
"2642","0.027","436","4","PXD012528"
"2643","0.028","438","4","PXD012528"
"2644","0.029","438","4","PXD012528"
"2645","0.03","440","4","PXD012528"
"2646","0.031","440","4","PXD012528"
"2647","0.032","440","4","PXD012528"
"2648","0.033","440","4","PXD012528"
"2649","0.034","440","4","PXD012528"
"2650","0.035","440","4","PXD012528"
"2651","0.036","440","4","PXD012528"
"2652","0.037","442","4","PXD012528"
"2653","0.038","442","4","PXD012528"
"2654","0.039","443","4","PXD012528"
"2655","0.04","443","4","PXD012528"
"2656","0.041","446","4","PXD012528"
"2657","0.042","446","4","PXD012528"
"2658","0.043","448","4","PXD012528"
"2659","0.044","448","4","PXD012528"
"2660","0.045","452","4","PXD012528"
"2661","0.046","452","4","PXD012528"
"2662","0.047","454","4","PXD012528"
"2663","0.048","454","4","PXD012528"
"2664","0.049","454","4","PXD012528"
"2665","0.05","454","4","PXD012528"
"2666","0.01","317","5","PXD012528"
"2667","0.011","317","5","PXD012528"
"2668","0.012","334","5","PXD012528"
"2669","0.013","334","5","PXD012528"
"2670","0.014","334","5","PXD012528"
"2671","0.015","337","5","PXD012528"
"2672","0.016","337","5","PXD012528"
"2673","0.017","337","5","PXD012528"
"2674","0.018","351","5","PXD012528"
"2675","0.019","351","5","PXD012528"
"2676","0.02","361","5","PXD012528"
"2677","0.021","361","5","PXD012528"
"2678","0.022","361","5","PXD012528"
"2679","0.023","361","5","PXD012528"
"2680","0.024","361","5","PXD012528"
"2681","0.025","373","5","PXD012528"
"2682","0.026","373","5","PXD012528"
"2683","0.027","374","5","PXD012528"
"2684","0.028","374","5","PXD012528"
"2685","0.029","374","5","PXD012528"
"2686","0.03","379","5","PXD012528"
"2687","0.031","390","5","PXD012528"
"2688","0.032","390","5","PXD012528"
"2689","0.033","399","5","PXD012528"
"2690","0.034","399","5","PXD012528"
"2691","0.035","409","5","PXD012528"
"2692","0.036","409","5","PXD012528"
"2693","0.037","414","5","PXD012528"
"2694","0.038","425","5","PXD012528"
"2695","0.039","425","5","PXD012528"
"2696","0.04","426","5","PXD012528"
"2697","0.041","426","5","PXD012528"
"2698","0.042","426","5","PXD012528"
"2699","0.043","426","5","PXD012528"
"2700","0.044","426","5","PXD012528"
"2701","0.045","429","5","PXD012528"
"2702","0.046","429","5","PXD012528"
"2703","0.047","429","5","PXD012528"
"2704","0.048","429","5","PXD012528"
"2705","0.049","429","5","PXD012528"
"2706","0.05","429","5","PXD012528"
"2707","0.01","245","6","PXD012528"
"2708","0.011","245","6","PXD012528"
"2709","0.012","245","6","PXD012528"
"2710","0.013","245","6","PXD012528"
"2711","0.014","245","6","PXD012528"
"2712","0.015","245","6","PXD012528"
"2713","0.016","264","6","PXD012528"
"2714","0.017","264","6","PXD012528"
"2715","0.018","264","6","PXD012528"
"2716","0.019","264","6","PXD012528"
"2717","0.02","264","6","PXD012528"
"2718","0.021","264","6","PXD012528"
"2719","0.022","275","6","PXD012528"
"2720","0.023","275","6","PXD012528"
"2721","0.024","275","6","PXD012528"
"2722","0.025","290","6","PXD012528"
"2723","0.026","290","6","PXD012528"
"2724","0.027","290","6","PXD012528"
"2725","0.028","290","6","PXD012528"
"2726","0.029","290","6","PXD012528"
"2727","0.03","290","6","PXD012528"
"2728","0.031","290","6","PXD012528"
"2729","0.032","290","6","PXD012528"
"2730","0.033","290","6","PXD012528"
"2731","0.034","290","6","PXD012528"
"2732","0.035","290","6","PXD012528"
"2733","0.036","290","6","PXD012528"
"2734","0.037","290","6","PXD012528"
"2735","0.038","297","6","PXD012528"
"2736","0.039","297","6","PXD012528"
"2737","0.04","302","6","PXD012528"
"2738","0.041","302","6","PXD012528"
"2739","0.042","302","6","PXD012528"
"2740","0.043","302","6","PXD012528"
"2741","0.044","302","6","PXD012528"
"2742","0.045","302","6","PXD012528"
"2743","0.046","305","6","PXD012528"
"2744","0.047","305","6","PXD012528"
"2745","0.048","305","6","PXD012528"
"2746","0.049","308","6","PXD012528"
"2747","0.05","308","6","PXD012528"
"2748","0.01","248","7","PXD012528"
"2749","0.011","248","7","PXD012528"
"2750","0.012","250","7","PXD012528"
"2751","0.013","250","7","PXD012528"
"2752","0.014","250","7","PXD012528"
"2753","0.015","250","7","PXD012528"
"2754","0.016","255","7","PXD012528"
"2755","0.017","255","7","PXD012528"
"2756","0.018","255","7","PXD012528"
"2757","0.019","255","7","PXD012528"
"2758","0.02","256","7","PXD012528"
"2759","0.021","256","7","PXD012528"
"2760","0.022","256","7","PXD012528"
"2761","0.023","262","7","PXD012528"
"2762","0.024","262","7","PXD012528"
"2763","0.025","262","7","PXD012528"
"2764","0.026","262","7","PXD012528"
"2765","0.027","264","7","PXD012528"
"2766","0.028","264","7","PXD012528"
"2767","0.029","264","7","PXD012528"
"2768","0.03","267","7","PXD012528"
"2769","0.031","267","7","PXD012528"
"2770","0.032","267","7","PXD012528"
"2771","0.033","267","7","PXD012528"
"2772","0.034","272","7","PXD012528"
"2773","0.035","272","7","PXD012528"
"2774","0.036","280","7","PXD012528"
"2775","0.037","280","7","PXD012528"
"2776","0.038","290","7","PXD012528"
"2777","0.039","290","7","PXD012528"
"2778","0.04","290","7","PXD012528"
"2779","0.041","290","7","PXD012528"
"2780","0.042","291","7","PXD012528"
"2781","0.043","291","7","PXD012528"
"2782","0.044","291","7","PXD012528"
"2783","0.045","292","7","PXD012528"
"2784","0.046","292","7","PXD012528"
"2785","0.047","292","7","PXD012528"
"2786","0.048","295","7","PXD012528"
"2787","0.049","295","7","PXD012528"
"2788","0.05","295","7","PXD012528"
"2789","0.01","383","8","PXD012528"
"2790","0.011","384","8","PXD012528"
"2791","0.012","384","8","PXD012528"
"2792","0.013","387","8","PXD012528"
"2793","0.014","387","8","PXD012528"
"2794","0.015","387","8","PXD012528"
"2795","0.016","390","8","PXD012528"
"2796","0.017","390","8","PXD012528"
"2797","0.018","391","8","PXD012528"
"2798","0.019","391","8","PXD012528"
"2799","0.02","415","8","PXD012528"
"2800","0.021","415","8","PXD012528"
"2801","0.022","416","8","PXD012528"
"2802","0.023","416","8","PXD012528"
"2803","0.024","419","8","PXD012528"
"2804","0.025","419","8","PXD012528"
"2805","0.026","419","8","PXD012528"
"2806","0.027","423","8","PXD012528"
"2807","0.028","423","8","PXD012528"
"2808","0.029","423","8","PXD012528"
"2809","0.03","423","8","PXD012528"
"2810","0.031","428","8","PXD012528"
"2811","0.032","428","8","PXD012528"
"2812","0.033","433","8","PXD012528"
"2813","0.034","433","8","PXD012528"
"2814","0.035","434","8","PXD012528"
"2815","0.036","434","8","PXD012528"
"2816","0.037","435","8","PXD012528"
"2817","0.038","435","8","PXD012528"
"2818","0.039","435","8","PXD012528"
"2819","0.04","435","8","PXD012528"
"2820","0.041","435","8","PXD012528"
"2821","0.042","436","8","PXD012528"
"2822","0.043","436","8","PXD012528"
"2823","0.044","438","8","PXD012528"
"2824","0.045","438","8","PXD012528"
"2825","0.046","443","8","PXD012528"
"2826","0.047","443","8","PXD012528"
"2827","0.048","445","8","PXD012528"
"2828","0.049","445","8","PXD012528"
"2829","0.05","445","8","PXD012528"
"2830","0.01","279","9","PXD012528"
"2831","0.011","281","9","PXD012528"
"2832","0.012","281","9","PXD012528"
"2833","0.013","281","9","PXD012528"
"2834","0.014","281","9","PXD012528"
"2835","0.015","281","9","PXD012528"
"2836","0.016","281","9","PXD012528"
"2837","0.017","281","9","PXD012528"
"2838","0.018","287","9","PXD012528"
"2839","0.019","287","9","PXD012528"
"2840","0.02","287","9","PXD012528"
"2841","0.021","288","9","PXD012528"
"2842","0.022","288","9","PXD012528"
"2843","0.023","288","9","PXD012528"
"2844","0.024","288","9","PXD012528"
"2845","0.025","288","9","PXD012528"
"2846","0.026","288","9","PXD012528"
"2847","0.027","288","9","PXD012528"
"2848","0.028","290","9","PXD012528"
"2849","0.029","290","9","PXD012528"
"2850","0.03","290","9","PXD012528"
"2851","0.031","298","9","PXD012528"
"2852","0.032","298","9","PXD012528"
"2853","0.033","298","9","PXD012528"
"2854","0.034","299","9","PXD012528"
"2855","0.035","299","9","PXD012528"
"2856","0.036","299","9","PXD012528"
"2857","0.037","303","9","PXD012528"
"2858","0.038","303","9","PXD012528"
"2859","0.039","303","9","PXD012528"
"2860","0.04","303","9","PXD012528"
"2861","0.041","303","9","PXD012528"
"2862","0.042","303","9","PXD012528"
"2863","0.043","305","9","PXD012528"
"2864","0.044","305","9","PXD012528"
"2865","0.045","305","9","PXD012528"
"2866","0.046","306","9","PXD012528"
"2867","0.047","306","9","PXD012528"
"2868","0.048","306","9","PXD012528"
"2869","0.049","306","9","PXD012528"
"2870","0.05","306","9","PXD012528"
"2871","0.01","3276","0","PXD012611"
"2872","0.011","3283","0","PXD012611"
"2873","0.012","3286","0","PXD012611"
"2874","0.013","3286","0","PXD012611"
"2875","0.014","3290","0","PXD012611"
"2876","0.015","3293","0","PXD012611"
"2877","0.016","3296","0","PXD012611"
"2878","0.017","3301","0","PXD012611"
"2879","0.018","3306","0","PXD012611"
"2880","0.019","3310","0","PXD012611"
"2881","0.02","3314","0","PXD012611"
"2882","0.021","3317","0","PXD012611"
"2883","0.022","3318","0","PXD012611"
"2884","0.023","3320","0","PXD012611"
"2885","0.024","3321","0","PXD012611"
"2886","0.025","3327","0","PXD012611"
"2887","0.026","3330","0","PXD012611"
"2888","0.027","3336","0","PXD012611"
"2889","0.028","3338","0","PXD012611"
"2890","0.029","3346","0","PXD012611"
"2891","0.03","3356","0","PXD012611"
"2892","0.031","3360","0","PXD012611"
"2893","0.032","3365","0","PXD012611"
"2894","0.033","3366","0","PXD012611"
"2895","0.034","3371","0","PXD012611"
"2896","0.035","3372","0","PXD012611"
"2897","0.036","3373","0","PXD012611"
"2898","0.037","3373","0","PXD012611"
"2899","0.038","3377","0","PXD012611"
"2900","0.039","3384","0","PXD012611"
"2901","0.04","3393","0","PXD012611"
"2902","0.041","3393","0","PXD012611"
"2903","0.042","3396","0","PXD012611"
"2904","0.043","3405","0","PXD012611"
"2905","0.044","3410","0","PXD012611"
"2906","0.045","3412","0","PXD012611"
"2907","0.046","3414","0","PXD012611"
"2908","0.047","3418","0","PXD012611"
"2909","0.048","3423","0","PXD012611"
"2910","0.049","3426","0","PXD012611"
"2911","0.05","3426","0","PXD012611"
"2912","0.01","3259","1","PXD012611"
"2913","0.011","3268","1","PXD012611"
"2914","0.012","3277","1","PXD012611"
"2915","0.013","3281","1","PXD012611"
"2916","0.014","3288","1","PXD012611"
"2917","0.015","3290","1","PXD012611"
"2918","0.016","3290","1","PXD012611"
"2919","0.017","3291","1","PXD012611"
"2920","0.018","3294","1","PXD012611"
"2921","0.019","3301","1","PXD012611"
"2922","0.02","3308","1","PXD012611"
"2923","0.021","3311","1","PXD012611"
"2924","0.022","3316","1","PXD012611"
"2925","0.023","3321","1","PXD012611"
"2926","0.024","3321","1","PXD012611"
"2927","0.025","3324","1","PXD012611"
"2928","0.026","3325","1","PXD012611"
"2929","0.027","3325","1","PXD012611"
"2930","0.028","3327","1","PXD012611"
"2931","0.029","3331","1","PXD012611"
"2932","0.03","3334","1","PXD012611"
"2933","0.031","3341","1","PXD012611"
"2934","0.032","3346","1","PXD012611"
"2935","0.033","3350","1","PXD012611"
"2936","0.034","3356","1","PXD012611"
"2937","0.035","3357","1","PXD012611"
"2938","0.036","3361","1","PXD012611"
"2939","0.037","3361","1","PXD012611"
"2940","0.038","3364","1","PXD012611"
"2941","0.039","3366","1","PXD012611"
"2942","0.04","3367","1","PXD012611"
"2943","0.041","3372","1","PXD012611"
